Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 2.2 AD (mid SP)_EV116,40.5,81,87.75,6.06,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,63.642,94.525,7.535,63.642,94.387,0.106,112.507,130.522,4.207,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV117,43.5,87,94.25,6.31,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,69.89,101.496,7.855,69.89,101.359,0.103,120.249,136.616,1.848,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV118,50.0,100,108.333,6.85,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,82.414,116.831,8.495,82.414,116.698,0.089,137.055,157.235,4.252,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV119,44.0,88,95.333,6.34,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,69.724,102.673,7.919,69.724,102.545,0.095,121.504,140.171,2.316,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV120,46.5,93,100.75,6.5,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,78.443,110.562,7.726,78.443,110.416,0.109,129.032,148.994,25.3,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV121,38.0,76,82.333,5.93,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,60.202,88.806,7.336,60.202,88.652,0.121,106.377,123.5,4.155,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV122,39.5,79,85.583,5.75,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,62.238,92.181,7.167,62.238,92.049,0.101,109.216,125.719,2.658,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV123,32.5,65,70.417,5.2,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,57.163,79.537,5.797,57.163,79.384,0.146,93.505,106.588,44.741,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV124,43.5,87,94.25,6.45,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,69.88,103.668,7.863,69.88,103.528,0.102,122.414,140.271,20.214,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV125,42.5,85,92.083,6.19,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,70.808,101.896,7.468,70.808,101.763,0.104,119.682,134.991,15.468,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV126,36.5,73,79.083,5.51,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,57.859,85.174,6.866,57.859,85.048,0.105,101.538,120.522,10.806,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV127,52.0,104,112.667,7.32,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,83.739,121.336,9.121,83.739,121.185,0.099,143.113,166.909,8.474,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV128,35.0,70,75.833,4.91,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,56.868,82.031,6.056,56.868,81.938,0.089,96.44,110.019,2.303,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV129,40.5,81,87.75,5.7,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,64.407,94.52,7.101,64.407,94.403,0.095,111.418,128.576,2.331,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV130,35.5,71,76.917,5.34,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,56.062,82.831,6.656,56.062,82.694,0.106,98.677,113.343,3.875,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV131,33.5,67,72.583,5.09,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,51.407,78.168,6.349,51.407,78.031,0.115,93.345,107.846,2.149,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV132,43.0,86,93.167,6.53,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,65.145,100.659,8.041,65.145,100.501,0.113,119.873,143.293,5.698,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV133,41.0,82,88.833,5.99,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,64.729,95.663,7.466,64.729,95.539,0.101,113.442,132.016,3.478,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV134,39.0,78,84.5,5.74,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,63.23,91.5,7.107,63.23,91.376,0.103,108.416,127.398,9.655,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV135,39.5,79,85.583,5.79,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,61.187,92.171,7.223,61.187,92.041,0.101,109.377,128.358,4.044,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV136,42.0,84,91.0,6.02,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.694,98.14,7.457,66.694,98.002,0.105,115.93,138.714,12.346,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV137,44.0,88,95.333,6.28,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,71.106,102.665,7.838,71.106,102.535,0.096,121.318,140.084,2.406,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV138,42.0,84,91.0,6.42,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.58,98.698,7.773,66.58,98.537,0.121,117.318,137.726,18.148,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV139,46.5,93,100.75,6.78,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,74.444,108.506,8.447,74.444,108.363,0.1,128.608,148.788,2.47,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV140,32.0,64,69.333,4.56,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,51.829,74.758,5.593,51.829,74.636,0.13,88.212,102.678,3.375,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV141,39.5,79,85.583,5.84,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,62.752,92.17,7.272,62.752,92.042,0.1,109.46,125.692,3.245,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV142,33.5,67,72.583,5.12,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,51.457,78.21,6.362,51.457,78.077,0.114,93.387,109.249,5.888,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV143,39.5,79,85.583,5.73,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,64.51,92.771,7.048,64.51,92.643,0.101,109.532,127.226,8.056,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV144,44.0,88,95.333,6.24,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,66.748,102.702,7.781,66.748,102.581,0.095,121.246,138.887,4.833,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV145,40.5,81,87.75,5.83,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,63.798,94.504,7.263,63.798,94.381,0.099,111.792,130.167,3.082,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV146,37.0,74,80.167,5.45,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,58.679,86.55,6.761,58.679,86.42,0.102,102.599,119.315,2.667,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV147,40.5,81,87.75,5.78,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,65.625,94.815,7.183,65.625,94.692,0.097,111.959,128.605,2.301,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV148,44.5,89,96.417,6.61,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,71.113,104.505,8.134,71.113,104.357,0.105,123.899,142.568,8.962,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV149,44.5,89,96.417,6.14,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,71.153,103.828,7.649,71.153,103.696,0.093,122.016,140.391,2.626,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV150,37.0,74,80.167,5.45,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,60.135,88.046,6.591,60.135,87.928,0.102,103.737,119.452,22.66,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV151,43.0,86,93.167,6.37,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,68.055,100.512,7.921,68.055,100.364,0.103,119.345,137.091,2.416,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV152,43.0,86,93.167,6.02,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,69.78,100.745,7.395,69.78,100.624,0.099,118.358,135.507,6.345,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV153,47.5,95,102.917,6.56,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,77.902,112.245,8.015,77.902,112.106,0.094,131.277,153.702,14.398,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV154,49.5,99,107.25,6.95,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,78.41,115.505,8.672,78.41,115.373,0.091,136.117,160.973,3.502,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV155,42.0,84,91.0,6.07,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,68.541,98.216,7.488,68.541,98.073,0.11,116.122,134.11,4.513,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV156,28.5,57,61.75,4.29,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,46.711,68.336,5.195,46.711,68.237,0.109,80.749,94.219,11.032,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV157,45.0,90,97.5,6.32,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,72.564,105.405,7.823,72.564,105.282,0.092,124.022,141.236,7.593,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV158,50.0,100,108.333,7.08,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,77.233,117.074,8.732,77.233,116.926,0.096,137.87,159.105,9.951,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV159,35.5,71,76.917,5.26,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,56.169,82.831,6.563,56.169,82.718,0.101,98.46,113.848,1.963,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV160,39.0,78,84.5,5.93,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,60.248,91.031,7.373,60.248,90.886,0.113,108.66,127.165,5.379,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV161,48.0,96,104.0,6.79,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,75.399,112.009,8.467,75.399,111.88,0.095,132.139,153.875,2.216,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV162,45.5,91,98.583,6.65,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,71.749,106.455,8.174,71.749,106.293,0.113,125.999,150.895,23.536,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV163,38.0,76,82.333,5.33,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,62.611,89.153,6.514,62.611,89.041,0.098,104.68,119.938,8.037,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV164,39.5,79,85.583,6.05,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,61.883,92.332,7.473,61.883,92.185,0.11,110.198,130.746,2.391,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV165,39.0,78,84.5,5.78,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,60.421,90.997,7.205,60.421,90.873,0.102,108.17,126.431,1.989,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV166,31.0,62,67.167,4.78,88.64,70.611,7.75,88.9,70.531,16.582,92.86,124.0,48.505,72.685,5.914,48.505,72.558,0.118,86.802,101.201,3.029,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV167,38.0,76,82.333,5.65,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,59.339,88.667,7.041,59.339,88.534,0.107,105.458,120.194,1.986,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV168,40.0,80,86.667,5.72,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,62.395,93.33,7.141,62.395,93.202,0.096,110.296,125.72,4.306,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV169,45.5,91,98.583,6.5,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,72.083,106.858,7.958,72.083,106.719,0.099,125.801,144.619,3.056,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV170,37.5,75,81.25,6.03,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,58.864,88.054,7.502,58.864,87.902,0.111,105.969,123.893,3.027,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV171,35.0,70,75.833,5.28,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,56.481,82.891,6.423,56.481,82.779,0.105,98.17,114.446,5.382,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV172,43.0,86,93.167,6.34,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,70.864,102.096,7.533,70.864,101.93,0.123,120.142,138.086,5.84,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV173,44.5,89,96.417,6.37,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,71.339,103.833,7.938,71.339,103.707,0.091,122.68,141.67,1.922,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV174,41.5,83,89.917,5.94,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,69.457,99.011,7.098,69.457,98.893,0.095,115.901,131.585,88.216,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV175,37.0,74,80.167,5.51,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,59.72,86.461,6.82,59.72,86.327,0.109,102.736,119.089,2.718,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV176,40.0,80,86.667,5.77,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,65.127,93.351,7.19,65.127,93.214,0.104,110.504,132.504,3.735,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV177,33.0,66,71.5,4.77,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,52.65,77.155,5.913,52.65,77.051,0.097,91.247,104.692,2.578,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV178,49.5,99,107.25,6.91,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,79.397,115.499,8.607,79.397,115.362,0.087,135.943,161.416,3.889,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV179,40.5,81,87.75,6.17,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,61.918,94.502,7.693,61.918,94.355,0.111,112.881,130.011,1.754,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV180,53.5,107,115.917,7.34,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,84.401,125.416,9.121,84.401,125.282,0.082,147.04,171.555,3.527,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV181,41.0,82,88.833,5.95,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,65.442,95.678,7.417,65.442,95.544,0.103,113.372,133.636,3.4,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV182,44.0,88,95.333,6.6,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,66.534,103.447,7.997,66.534,103.284,0.121,122.63,143.274,7.565,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV183,46.5,93,100.75,6.54,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,73.619,108.497,8.172,73.619,108.365,0.094,127.928,148.665,1.877,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV184,36.5,73,79.083,5.33,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,57.347,85.16,6.658,57.347,85.041,0.102,101.003,117.655,2.069,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV185,42.5,85,92.083,6.02,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,70.045,99.207,7.475,70.045,99.071,0.104,117.023,135.027,3.836,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV186,36.5,73,79.083,5.3,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,58.241,85.369,6.536,58.241,85.25,0.106,100.949,118.494,3.527,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV187,52.0,104,112.667,7.22,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,82.525,121.352,8.979,82.525,121.218,0.092,142.729,163.827,3.202,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV188,47.0,94,101.833,6.81,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,75.693,110.399,8.297,75.693,110.249,0.105,130.199,153.448,13.802,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV189,37.0,74,80.167,5.39,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,60.845,88.173,6.373,60.845,88.041,0.118,103.445,118.184,11.981,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV190,41.0,82,88.833,5.79,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,63.994,95.665,7.21,63.994,95.547,0.096,112.82,129.109,1.842,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV191,42.0,84,91.0,6.05,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,67.289,98.027,7.526,67.289,97.889,0.101,115.924,135.42,1.725,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV192,38.5,77,83.417,5.96,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,60.38,89.842,7.434,60.38,89.695,0.11,107.574,124.452,1.975,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV193,42.0,84,91.0,6.06,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,67.403,98.819,7.36,67.403,98.679,0.101,116.371,133.63,24.147,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV194,44.0,88,95.333,6.3,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,69.352,102.674,7.866,69.352,102.54,0.099,121.426,141.967,1.795,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV195,47.5,95,102.917,6.85,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,76.65,110.844,8.535,76.65,110.692,0.098,131.166,156.897,1.855,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV196,45.0,90,97.5,6.71,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,76.219,109.095,7.906,76.219,108.969,0.09,127.844,144.709,32.857,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV197,42.5,85,92.083,6.38,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,65.14,99.175,7.945,65.14,99.032,0.101,118.047,137.652,2.454,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV198,32.0,64,69.333,4.61,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,50.73,74.807,5.691,50.73,74.699,0.108,88.381,103.311,4.073,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV199,47.5,95,102.917,6.81,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,74.399,110.876,8.477,74.399,110.723,0.097,131.054,150.221,2.005,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV200,27.0,54,58.5,4.39,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108.0,40.642,62.998,5.473,40.642,62.878,0.126,76.084,87.435,2.709,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV201,35.5,71,76.917,5.49,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,55.014,82.841,6.858,55.014,82.701,0.112,99.172,115.849,1.771,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV202,37.0,74,80.167,5.51,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,59.13,86.341,6.869,59.13,86.213,0.106,102.716,119.317,2.202,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV203,37.5,75,81.25,5.49,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,58.76,87.641,6.804,58.76,87.518,0.101,103.817,120.22,3.118,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV204,46.0,92,99.667,6.44,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,73.59,107.351,8.046,73.59,107.215,0.097,126.478,143.537,1.689,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV205,38.5,77,83.417,5.92,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,59.379,89.829,7.388,59.379,89.692,0.105,107.44,124.491,1.869,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV206,44.5,89,96.417,6.36,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,71.3,103.831,7.931,71.3,103.7,0.093,122.649,140.491,1.694,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV207,44.5,89,96.417,6.34,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,70.04,103.843,7.901,70.04,103.726,0.091,122.65,140.586,2.297,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV208,46.5,93,100.75,6.59,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,72.775,108.498,8.228,72.775,108.359,0.096,128.061,148.953,3.964,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV209,40.0,80,86.667,5.77,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,65.006,93.342,7.197,65.006,93.213,0.102,110.484,127.301,1.919,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV210,44.0,88,95.333,6.01,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,68.012,102.681,7.487,68.012,102.566,0.09,120.482,142.319,5.263,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV211,34.5,69,74.75,5.27,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,52.805,80.543,6.552,52.805,80.402,0.12,96.198,115.594,3.936,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV212,40.5,81,87.75,5.66,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,62.552,94.506,7.054,62.552,94.388,0.097,111.325,131.884,2.345,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV213,40.5,81,87.75,5.81,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,65.249,94.504,7.259,65.249,94.382,0.099,111.772,128.26,1.734,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV214,28.5,57,61.75,4.29,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,44.032,66.503,5.355,44.032,66.397,0.108,79.242,91.531,1.626,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV215,45.0,90,97.5,6.39,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,71.365,105.013,7.985,71.365,104.884,0.095,123.985,145.546,2.293,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV216,35.5,71,76.917,5.39,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,54.806,82.824,6.721,54.806,82.679,0.108,98.821,113.531,2.499,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV217,56.0,112,121.333,7.52,160.12,127.556,14.0,160.59,127.411,29.954,167.748,224.0,90.84,130.673,9.383,90.84,130.517,0.09,152.959,176.7,6.268,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV218,43.5,87,94.25,6.5,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,69.083,101.497,8.11,69.083,101.345,0.104,120.824,140.256,1.927,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV219,45.0,90,97.5,6.52,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,68.421,105.001,8.129,68.421,104.858,0.101,124.325,144.497,2.976,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV220,47.5,95,102.917,6.73,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,75.782,110.829,8.382,75.782,110.681,0.098,130.765,151.32,2.339,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV221,51.5,103,111.583,7.13,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,81.636,120.168,8.878,81.636,120.034,0.089,141.258,162.015,2.971,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV222,38.5,77,83.417,5.84,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,59.764,89.832,7.287,59.764,89.701,0.108,107.22,124.229,2.972,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV223,54.0,108,117.0,7.32,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,86.91,126.002,9.134,86.91,125.863,0.087,147.692,170.71,1.794,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV224,38.5,77,83.417,5.71,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,59.277,89.83,7.113,59.277,89.704,0.101,106.764,123.113,1.896,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV225,53.5,107,115.917,7.58,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,81.744,124.83,9.454,81.744,124.69,0.093,147.38,173.043,1.7,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV226,41.0,82,88.833,5.88,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,64.113,95.668,7.333,64.113,95.539,0.102,113.092,130.802,1.988,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV227,50.5,101,109.417,6.91,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,83.476,117.84,8.619,83.476,117.703,0.09,138.304,161.255,3.222,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV228,50.0,100,108.333,7.0,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,81.15,116.67,8.72,81.15,116.534,0.09,137.396,156.431,1.715,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV229,52.5,105,113.75,7.33,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210.0,85.559,122.51,9.141,85.559,122.363,0.093,144.261,167.813,1.736,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV230,55.5,111,120.25,7.48,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,89.24,129.5,9.323,89.24,129.367,0.084,151.648,171.987,1.775,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV231,49.5,99,107.25,7.08,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,76.851,115.577,8.813,76.851,115.431,0.097,136.569,162.5,2.478,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV232,37.5,75,81.25,5.34,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,60.136,87.496,6.665,60.136,87.374,0.098,103.336,119.038,1.734,2.0,2.0,triangular,1000000
