Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 2.1 AD (low SP)_EV117,21.0,42,45.5,4.51,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,28.568,49.002,5.629,28.568,48.852,0.146,62.477,74.287,2.839,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV118,16.5,33,35.75,3.86,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,23.34,39.382,4.514,23.34,39.206,0.21,50.386,61.954,2.657,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV119,17.0,34,36.833,4.44,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,23.455,40.384,5.023,23.455,40.033,0.341,53.017,63.862,3.621,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV120,21.5,43,46.583,4.76,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,30.883,51.661,5.379,30.883,51.481,0.19,64.75,76.65,6.333,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV121,17.5,35,37.917,4.04,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,22.805,40.921,4.97,22.805,40.753,0.186,52.891,64.223,2.043,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV122,18.5,37,40.083,4.51,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,26.929,45.512,4.94,26.929,45.275,0.25,57.697,69.042,4.633,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV123,19.5,39,42.25,4.76,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,30.793,48.472,4.971,30.793,48.13,0.339,61.047,72.216,4.86,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV124,18.0,36,39.0,4.23,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,26.117,43.739,4.856,26.117,43.608,0.153,55.398,65.658,2.352,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV125,19.0,38,41.167,3.97,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,28.739,46.121,4.668,28.739,46.021,0.129,57.235,69.118,3.1,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV126,18.5,37,40.083,4.04,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,24.827,43.257,4.922,24.827,43.059,0.214,55.208,65.968,2.525,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV127,22.0,44,47.667,4.65,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,30.717,52.973,5.59,30.717,52.835,0.136,66.338,79.83,2.882,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV128,18.5,37,40.083,4.34,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,32.012,47.988,4.25,32.012,47.845,0.179,58.325,67.093,3.336,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV129,19.0,38,41.167,4.37,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,25.79,45.292,5.319,25.79,45.116,0.18,58.131,68.478,3.688,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV130,14.0,28,30.333,3.72,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,23.782,37.332,3.469,23.782,37.242,0.133,45.585,52.935,3.867,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV131,19.5,39,42.25,4.64,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,32.099,48.867,4.472,32.099,48.676,0.246,60.031,71.344,3.368,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV132,18.5,37,40.083,4.31,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,24.463,43.262,5.296,24.463,43.094,0.177,55.996,66.814,3.295,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV133,18.0,36,39.0,4.12,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,28.464,44.784,4.622,28.464,44.612,0.193,55.944,65.181,4.99,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV134,17.0,34,36.833,3.79,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,27.963,42.669,3.833,27.963,42.529,0.195,52.04,61.248,3.3,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV135,22.5,45,48.75,5.06,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,30.822,53.433,6.011,30.822,53.26,0.16,67.957,81.658,1.926,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV136,19.5,39,42.25,4.32,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,27.392,46.623,5.002,27.392,46.409,0.229,58.911,70.394,2.545,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV137,20.5,41,44.417,4.68,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,27.92,47.96,5.726,27.92,47.778,0.176,61.788,74.794,2.67,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV138,22.5,45,48.75,5.04,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,33.028,54.697,5.846,33.028,54.508,0.176,68.822,81.938,5.508,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV139,15.5,31,33.583,3.6,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,24.614,39.097,4.014,24.614,38.964,0.173,48.78,58.496,3.928,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV140,16.5,33,35.75,3.49,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,24.022,38.707,4.201,24.022,38.545,0.212,48.939,58.03,2.66,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV141,15.0,30,32.5,3.55,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,20.644,35.666,4.277,20.644,35.533,0.162,45.879,54.655,2.551,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV142,23.0,46,49.833,4.76,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,31.703,53.698,5.907,31.703,53.553,0.135,67.861,82.207,3.224,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV143,16.5,33,35.75,3.77,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,23.497,39.41,4.341,23.497,39.281,0.17,49.906,59.185,2.111,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV144,23.0,46,49.833,4.78,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,30.543,53.711,5.928,30.543,53.553,0.15,67.949,81.384,2.291,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV145,12.0,24,26.0,2.65,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,18.661,29.392,2.942,18.661,29.294,0.165,36.424,42.51,1.767,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV146,16.5,33,35.75,3.96,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,23.864,39.337,4.518,23.864,39.142,0.242,50.417,60.811,3.712,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV147,14.5,29,31.417,3.38,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,21.449,35.752,3.626,21.449,35.592,0.225,44.647,52.669,2.842,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV148,17.0,34,36.833,4.18,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,24.817,41.534,4.758,24.817,41.367,0.171,52.927,61.495,2.68,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV149,16.0,32,34.667,3.79,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,22.594,38.168,4.198,22.594,37.961,0.269,48.672,56.973,1.633,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV150,16.5,33,35.75,4.25,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,26.803,42.625,4.377,26.803,42.476,0.173,53.157,62.217,2.81,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV151,12.0,24,26.0,2.89,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,18.59,29.827,2.964,18.59,29.719,0.189,37.029,43.328,1.919,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV152,16.0,32,34.667,3.54,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,21.976,37.537,4.293,21.976,37.403,0.175,47.914,56.886,1.8,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV153,18.5,37,40.083,3.98,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,29.232,46.31,4.191,29.232,46.172,0.179,56.499,67.049,2.607,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV154,16.5,33,35.75,4.15,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,24.424,39.639,4.385,24.424,39.368,0.339,50.895,61.267,2.703,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV155,15.0,30,32.5,3.92,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,20.359,36.871,4.426,20.359,36.73,0.159,47.422,55.683,1.731,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV156,19.0,38,41.167,4.77,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,31.214,48.253,4.692,31.214,48.033,0.247,59.839,71.428,4.922,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV157,19.5,39,42.25,4.26,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,25.717,45.86,5.184,25.717,45.732,0.145,58.294,70.827,2.856,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV158,23.5,47,50.917,5.19,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,31.96,55.003,6.336,31.96,54.791,0.181,70.333,85.856,2.945,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV159,20.0,40,43.333,5.0,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,28.06,48.03,5.546,28.06,47.801,0.23,61.7,76.346,2.778,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV160,16.5,33,35.75,3.83,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,21.055,38.528,4.753,21.055,38.371,0.169,49.947,59.731,2.085,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV161,19.0,38,41.167,4.32,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,29.786,46.598,4.527,29.786,46.423,0.215,57.752,70.723,5.709,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV162,16.0,32,34.667,4.17,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,25.787,40.601,4.003,25.787,40.422,0.243,50.517,60.487,3.157,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV163,19.0,38,41.167,4.77,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,26.277,44.568,5.651,26.277,44.212,0.309,58.563,70.527,1.74,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV164,20.5,41,44.417,4.39,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,28.634,48.186,5.324,28.634,48.015,0.18,61.062,72.524,2.561,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV165,15.0,30,32.5,3.89,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,23.7,38.775,3.943,23.7,38.59,0.223,48.383,57.178,2.893,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV166,17.5,35,37.917,4.41,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,27.142,43.688,4.459,27.142,43.506,0.222,54.662,65.16,2.641,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV167,19.0,38,41.167,4.49,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,26.523,45.859,5.407,26.523,45.676,0.186,58.901,69.031,3.101,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV168,19.5,39,42.25,4.25,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,26.133,45.721,5.074,26.133,45.472,0.251,58.202,69.508,3.428,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV169,13.5,27,29.25,3.09,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,21.171,32.852,3.22,21.171,32.696,0.264,40.865,47.748,2.666,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV170,19.0,38,41.167,4.56,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,32.325,48.641,4.291,32.325,48.455,0.225,59.199,69.834,5.855,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV171,15.5,31,33.583,3.8,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,25.176,39.543,3.931,25.176,39.43,0.151,48.945,56.323,2.919,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV172,17.0,34,36.833,4.26,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,26.661,42.068,4.389,26.661,41.84,0.274,53.018,62.293,2.629,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV173,15.0,30,32.5,3.77,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,20.356,35.312,4.4,20.356,35.05,0.31,46.297,56.798,2.774,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV174,15.5,31,33.583,3.8,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,23.869,38.348,3.827,23.869,38.175,0.249,47.865,57.96,2.847,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV175,21.5,43,46.583,4.92,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,34.169,53.233,5.161,34.169,53.025,0.223,65.906,77.236,6.706,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV176,19.0,38,41.167,4.06,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,27.291,45.485,4.752,27.291,45.34,0.166,56.918,67.363,3.364,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV177,20.0,40,43.333,4.7,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,34.847,51.367,4.423,34.847,51.21,0.204,62.249,72.738,4.966,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV178,19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,25.897,45.807,5.212,25.897,45.651,0.16,58.341,70.066,1.806,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV179,14.0,28,30.333,3.54,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,19.434,33.332,4.008,19.434,33.109,0.273,43.241,51.713,1.992,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV180,20.0,40,43.333,4.57,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,28.788,48.161,5.026,28.788,47.965,0.227,60.602,75.927,2.796,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV181,20.0,40,43.333,4.2,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,29.754,48.297,4.769,29.754,48.149,0.173,59.846,72.852,2.16,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV182,19.0,38,41.167,4.09,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,27.146,45.118,4.947,27.146,44.939,0.192,57.064,67.819,2.957,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV183,18.5,37,40.083,4.28,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,24.831,43.311,5.192,24.831,43.104,0.216,55.944,66.292,2.088,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV184,27.0,54,58.5,5.55,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108.0,35.758,63.015,6.91,35.758,62.853,0.133,79.542,96.338,2.528,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV185,19.5,39,42.25,4.62,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,29.342,47.696,4.876,29.342,47.43,0.285,59.931,70.622,4.021,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV186,20.5,41,44.417,4.47,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,30.903,49.523,4.641,30.903,49.304,0.27,61.234,74.044,5.171,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV187,17.5,35,37.917,4.09,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.549,42.17,4.807,23.549,42.009,0.178,53.73,64.102,1.732,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV188,14.5,29,31.417,4.19,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,23.657,36.143,3.869,23.657,35.789,0.495,46.549,55.799,2.912,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV189,23.5,47,50.917,4.89,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,31.798,54.965,5.958,31.798,54.758,0.189,69.415,82.892,3.438,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV190,16.5,33,35.75,3.96,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,24.577,40.75,4.335,24.577,40.532,0.252,51.429,63.056,3.985,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV191,18.5,37,40.083,4.22,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,30.05,47.076,4.266,30.05,46.929,0.187,57.494,68.09,3.64,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV192,17.0,34,36.833,3.74,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,22.852,39.665,4.661,22.852,39.54,0.154,50.826,61.38,1.85,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV193,19.0,38,41.167,4.76,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,30.047,48.203,5.07,30.047,48.058,0.158,60.421,71.224,5.047,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV194,18.0,36,39.0,4.3,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,29.778,45.811,4.201,29.778,45.691,0.161,55.95,67.97,5.873,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV195,26.0,52,56.333,5.48,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,34.015,60.672,6.825,34.015,60.513,0.134,76.991,92.735,2.066,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV196,19.5,39,42.25,4.67,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,28.799,47.731,5.159,28.799,47.575,0.17,60.164,71.6,4.219,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV197,17.5,35,37.917,3.77,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,26.031,41.21,4.422,26.031,41.015,0.238,52.092,62.401,2.908,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV198,20.0,40,43.333,4.4,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,27.953,46.863,5.371,27.953,46.695,0.175,59.81,72.145,4.514,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV199,15.0,30,32.5,3.87,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,22.792,37.932,3.77,22.792,37.809,0.18,47.108,56.037,2.352,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV200,17.5,35,37.917,4.01,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.023,41.2,4.754,23.023,41.019,0.203,52.763,63.877,2.508,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV201,16.5,33,35.75,3.86,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,22.18,38.502,4.822,22.18,38.352,0.164,50.053,59.539,1.722,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV202,13.5,27,29.25,3.31,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,20.335,33.152,3.565,20.335,33.014,0.21,41.819,48.328,2.02,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV203,14.5,29,31.417,3.56,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,22.953,36.197,3.621,22.953,36.063,0.197,45.023,54.541,2.43,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV204,11.0,22,23.833,2.57,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,16.518,26.985,2.952,16.518,26.87,0.192,34.078,40.177,2.145,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV205,14.0,28,30.333,3.43,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,18.993,33.714,4.134,18.993,33.61,0.136,43.517,51.687,1.721,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV206,20.0,40,43.333,4.43,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,24.952,46.672,5.525,24.952,46.525,0.145,59.914,72.587,1.743,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV207,15.5,31,33.583,3.53,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.633,36.171,4.394,20.633,36.038,0.168,46.711,55.851,1.659,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV208,19.5,39,42.25,4.12,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,25.778,45.497,5.131,25.778,45.366,0.14,57.809,69.733,1.623,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV209,18.0,36,39.0,3.84,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,25.831,42.116,4.671,25.831,41.937,0.2,53.471,64.242,1.904,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV210,11.0,22,23.833,2.55,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,15.262,25.757,3.077,15.262,25.605,0.241,33.259,39.962,1.662,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV211,21.0,42,45.5,4.74,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,26.475,49.025,5.882,26.475,48.853,0.163,63.184,76.236,2.261,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV212,16.0,32,34.667,3.67,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,23.383,38.639,3.928,23.383,38.436,0.27,48.454,57.183,2.02,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV213,22.0,44,47.667,4.89,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,29.397,51.383,6.047,29.397,51.215,0.157,65.906,80.27,1.956,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV214,14.0,28,30.333,3.37,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,18.567,32.82,4.075,18.567,32.625,0.232,42.712,50.135,1.762,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV215,22.0,44,47.667,4.64,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,36.219,55.498,5.022,36.219,55.333,0.172,67.664,78.404,10.716,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV216,12.0,24,26.0,2.65,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,18.446,30.346,3.263,18.446,30.175,0.266,38.444,45.276,1.909,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV217,22.0,44,47.667,4.89,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,31.342,52.258,5.834,31.342,52.09,0.159,66.261,81.655,2.235,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV218,14.0,28,30.333,3.12,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,19.866,33.704,3.815,19.866,33.581,0.186,42.898,51.087,2.268,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV219,18.0,36,39.0,4.39,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23.297,42.135,5.379,23.297,41.955,0.182,55.109,65.879,1.647,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV220,22.0,44,47.667,4.81,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,29.778,51.374,5.958,29.778,51.214,0.15,65.654,77.333,1.794,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV221,18.0,36,39.0,3.81,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,24.117,42.001,4.747,24.117,41.877,0.136,53.343,63.408,1.694,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV222,15.5,31,33.583,3.49,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,22.251,37.329,4.074,22.251,37.228,0.142,47.031,55.813,2.114,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV223,12.5,25,27.083,2.93,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,17.221,29.659,3.323,17.221,29.484,0.264,37.922,44.795,1.704,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV224,14.5,29,31.417,3.33,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,19.825,34.022,4.078,19.825,33.855,0.182,43.74,51.359,1.698,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV225,22.5,45,48.75,5.11,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,30.429,52.938,6.223,30.429,52.77,0.153,67.904,80.998,2.125,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV226,15.5,31,33.583,3.38,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.815,36.167,4.209,20.815,36.058,0.147,46.258,54.926,1.895,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV227,15.0,30,32.5,3.37,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,21.328,35.716,3.98,21.328,35.604,0.146,45.217,55.052,1.791,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV228,13.0,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,17.443,31.526,4.014,17.443,31.322,0.275,41.567,50.242,2.151,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV229,19.0,38,41.167,4.44,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,24.099,44.326,5.531,24.099,44.152,0.168,57.595,68.713,1.887,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV230,15.0,30,32.5,3.55,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.159,35.044,4.378,19.159,34.857,0.211,45.584,54.531,1.775,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV231,13.5,27,29.25,3.4,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,18.177,32.047,3.914,18.177,31.868,0.234,41.647,49.594,1.854,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV232,18.0,36,39.0,3.76,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,24.252,42.002,4.69,24.252,41.888,0.132,53.246,63.091,1.598,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV233,11.5,23,24.917,2.77,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,16.525,27.51,3.089,16.525,27.37,0.231,35.097,41.465,1.579,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV234,18.5,37,40.083,4.47,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,24.083,43.35,5.416,24.083,43.138,0.208,56.524,67.023,1.919,2.0,2.0,triangular,1000000
