Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 4.1 TF (low SP)_EV337,18.0,36,39.0,4.02,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23,4.043,23.781,39.003,4.006,23.781,38.9,0.145,48.623,58.418,1.795,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV338,15.0,30,32.5,3.74,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,25,3.88,19.223,32.499,3.736,19.223,32.393,0.157,41.446,49.597,1.797,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV339,16.5,33,35.75,3.75,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,35,4.143,22.541,35.875,3.692,22.541,35.768,0.159,44.745,53.93,2.086,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV340,15.0,30,32.5,3.76,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,24,4.0,22.223,33.74,3.215,22.223,33.605,0.236,41.689,49.783,1.803,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV341,17.0,34,36.833,3.87,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,24,4.167,22.324,36.86,3.854,22.324,36.749,0.162,46.128,54.744,1.838,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV342,12.5,25,27.083,2.77,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,27,4.111,17.197,27.161,2.699,17.197,27.065,0.19,33.718,40.239,1.855,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV343,11.5,23,24.917,3.44,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,24,4.167,16.957,26.668,2.852,16.957,26.552,0.213,33.568,41.314,1.881,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV344,16.5,33,35.75,3.86,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,24,4.167,21.866,35.75,3.866,21.866,35.646,0.149,45.023,53.49,1.812,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV345,19.5,39,42.25,4.31,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,29,4.034,25.929,42.251,4.306,25.929,42.152,0.131,52.533,64.591,1.897,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV346,17.5,35,37.917,3.82,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,31,4.097,23.156,37.938,3.795,23.156,37.844,0.144,47.063,56.813,1.931,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV347,18.5,37,40.083,4.1,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,25,4.08,24.313,40.082,4.099,24.313,39.974,0.14,49.894,60.127,1.81,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV348,16.0,32,34.667,3.61,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,29,4.103,21.116,34.667,3.604,21.116,34.575,0.143,43.31,51.334,1.868,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV349,19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,26,4.0,25.744,42.318,4.193,25.744,42.203,0.151,52.389,63.17,1.85,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV350,20.5,41,44.417,4.55,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,25,4.08,26.975,44.415,4.551,26.975,44.308,0.134,55.323,67.19,1.842,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV351,12.5,25,27.083,2.93,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,26,4.077,17.44,27.314,2.738,17.44,27.186,0.248,34.089,41.118,1.858,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV352,20.0,40,43.333,4.3,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,28,4.143,26.754,43.339,4.304,26.754,43.245,0.127,53.642,65.243,1.941,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV353,16.0,32,34.667,3.61,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,23,4.087,21.461,34.705,3.576,21.461,34.603,0.161,43.299,52.249,1.774,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV354,22.0,44,47.667,4.54,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,33,4.091,29.54,47.669,4.542,29.54,47.575,0.118,58.54,71.29,2.014,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV355,17.0,34,36.833,4.12,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,25,4.16,21.974,36.86,4.108,21.974,36.753,0.154,46.741,56.613,1.873,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV356,16.0,32,34.667,3.71,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,26,4.115,20.971,34.662,3.707,20.971,34.562,0.146,43.545,51.436,1.837,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV357,17.5,35,37.917,4.12,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,25,4.0,23.194,37.979,4.055,23.194,37.851,0.176,47.786,57.367,1.809,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV358,14.0,28,30.333,3.69,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,25,4.12,18.336,30.397,3.632,18.336,30.259,0.213,39.202,46.821,1.833,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV359,18.5,37,40.083,3.9,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,24,4.208,23.966,40.087,3.894,23.966,40.008,0.12,49.392,59.646,1.852,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV360,21.0,42,45.5,4.51,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,23,4.087,28.018,45.505,4.507,28.018,45.406,0.128,56.293,68.918,1.794,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV361,20.5,41,44.417,4.45,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,25,4.16,27.521,44.451,4.432,27.521,44.349,0.135,55.068,65.609,1.855,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV362,15.5,31,33.583,3.72,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,31,4.097,20.18,33.619,3.692,20.18,33.504,0.177,42.515,51.164,1.913,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV363,15.5,31,33.583,4.09,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,23,4.174,20.206,34.188,3.928,20.206,34.089,0.145,43.6,51.932,1.8,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV364,15.0,30,32.5,3.46,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,26,4.038,19.54,32.501,3.458,19.54,32.406,0.15,40.796,48.472,1.844,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV365,15.0,30,32.5,3.43,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,27,4.074,20.384,32.5,3.426,20.384,32.408,0.147,40.7,47.735,1.901,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV366,15.5,31,33.583,3.94,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,28,4.071,21.504,34.136,3.548,21.504,33.931,0.299,43.068,52.338,1.917,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV367,16.5,33,35.75,3.56,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,27,4.148,21.521,35.754,3.559,21.521,35.665,0.137,44.28,52.976,1.875,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV368,17.0,34,36.833,3.79,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,21,4.048,22.163,36.838,3.792,22.163,36.746,0.132,45.919,55.069,1.7,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV369,11.0,22,23.833,3.26,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,27,4.074,15.945,24.937,2.538,15.945,24.751,0.416,31.663,38.438,1.852,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV370,18.0,36,39.0,4.02,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23,4.043,24.096,39.002,4.017,24.096,38.904,0.139,48.642,58.91,1.825,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV371,20.5,41,44.417,4.38,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,23,4.174,26.956,44.438,4.36,26.956,44.335,0.141,54.89,64.796,1.83,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV372,15.5,31,33.583,3.51,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,23,4.087,20.466,33.781,3.39,20.466,33.675,0.172,42.004,53.073,1.814,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV373,18.0,36,39.0,3.87,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,26,4.115,24.039,39.0,3.879,24.039,38.915,0.132,48.285,56.952,1.828,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV374,25.0,50,54.167,5.33,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,29,4.069,32.65,54.164,5.327,32.65,54.053,0.122,66.918,82.425,1.944,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV375,19.0,38,41.167,4.27,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,28,4.107,25.316,41.166,4.275,25.316,41.059,0.142,51.412,61.064,1.869,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV376,19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,22,4.045,26.391,42.247,4.235,26.391,42.153,0.131,52.384,62.271,1.757,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV377,19.5,39,42.25,4.12,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,28,4.107,25.676,42.258,4.115,25.676,42.166,0.127,52.11,62.595,1.886,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV378,18.0,36,39.0,3.86,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,25,4.16,24.317,39.01,3.853,24.317,38.924,0.126,48.22,56.746,1.846,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV379,18.0,36,39.0,3.87,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,24,4.125,23.949,39.007,3.872,23.949,38.921,0.128,48.272,57.036,1.841,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV380,15.0,30,32.5,3.39,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,28,4.107,20.135,32.514,3.376,20.135,32.423,0.158,40.634,49.623,1.904,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV381,11.5,23,24.917,2.95,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,30,4.1,15.745,25.073,2.891,15.745,24.95,0.212,31.98,39.216,1.951,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV382,19.0,38,41.167,4.11,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,23,4.087,25.874,41.175,4.094,25.874,41.079,0.144,50.98,59.719,1.824,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV383,13.5,27,29.25,3.54,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,28,4.071,18.153,29.499,3.414,18.153,29.367,0.209,37.773,45.812,1.902,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV384,21.0,42,45.5,4.74,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,29,4.138,26.278,45.516,4.72,26.278,45.4,0.139,56.808,68.136,1.962,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV385,18.5,37,40.083,4.22,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,32,4.125,24.241,40.143,4.191,24.241,40.026,0.152,50.216,58.604,1.981,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV386,19.0,38,41.167,4.43,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,29,4.138,23.53,41.166,4.433,23.53,41.062,0.136,51.769,61.683,1.924,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV387,15.5,31,33.583,3.4,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,25,4.08,20.967,33.593,3.402,20.967,33.512,0.133,41.714,49.783,1.862,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV388,16.5,33,35.75,3.88,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,27,4.074,21.341,35.742,3.887,21.341,35.637,0.148,45.055,53.404,1.85,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV389,20.0,40,43.333,4.17,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,29,4.138,26.786,43.337,4.169,26.786,43.249,0.119,53.294,62.614,1.934,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV390,19.0,38,41.167,4.14,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,27,4.148,25.285,41.167,4.135,25.285,41.071,0.131,51.084,63.748,1.919,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV391,10.0,20,21.667,2.65,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,27,4.222,14.336,23.1,2.305,14.336,23.02,0.182,28.646,34.256,1.891,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV392,17.5,35,37.917,3.93,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,24,4.083,23.582,37.955,3.874,23.582,37.834,0.178,47.319,56.414,1.814,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV393,10.0,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40.0,30,4.133,13.487,22.488,2.911,13.487,22.194,0.496,30.166,37.063,1.985,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV394,17.0,34,36.833,4.0,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,25,4.12,22.092,36.862,3.982,22.092,36.76,0.146,46.424,55.844,1.8,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV395,15.0,30,32.5,3.59,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,30,4.1,19.746,32.499,3.586,19.746,32.391,0.163,41.1,49.201,1.951,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV396,22.5,45,48.75,4.85,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,30,4.133,30.582,48.742,4.851,30.582,48.639,0.128,60.339,71.306,1.954,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV397,16.0,32,34.667,3.82,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,34,4.088,20.596,34.666,3.824,20.596,34.563,0.15,43.81,52.319,2.029,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV398,17.0,34,36.833,3.94,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,27,4.074,22.214,36.831,3.935,22.214,36.739,0.137,46.241,54.735,1.891,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV399,15.0,30,32.5,3.26,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,25,4.12,20.686,32.498,3.253,20.686,32.416,0.144,40.311,47.433,1.816,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV400,16.0,32,34.667,3.84,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,23,4.043,20.496,34.673,3.839,20.496,34.568,0.152,43.859,52.171,1.767,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.1 TF (low SP)_EV1,21.0,42,45.5,4.51,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,157,6.134,35.378,50.107,4.711,35.378,49.642,0.632,63.235,87.711,6.46,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV2,16.0,32,34.667,3.37,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,180,6.25,27.326,38.694,3.6,27.326,38.297,0.743,49.008,70.497,7.822,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV3,18.0,36,39.0,4.54,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,263,6.228,31.926,45.436,4.318,31.926,44.95,0.743,57.864,85.736,10.154,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV4,19.0,38,41.167,4.43,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,75,5.973,30.456,43.919,4.501,30.456,43.423,0.72,56.764,77.382,4.047,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV5,18.0,36,39.0,4.14,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,140,6.043,29.598,42.223,4.141,29.598,41.772,0.715,54.018,78.601,6.482,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV6,15.0,30,32.5,3.66,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,238,6.172,25.172,36.652,3.759,25.172,36.196,0.813,47.619,71.96,9.845,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV7,24.0,48,52.0,4.96,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,100,6.29,40.686,56.121,5.063,40.686,55.63,0.619,70.178,100.09,5.073,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV8,20.5,41,44.417,4.38,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,104,6.317,35.391,49.155,4.537,35.391,48.686,0.677,61.969,97.324,5.023,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV9,16.0,32,34.667,4.0,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,177,5.893,27.445,39.272,3.979,27.445,38.799,0.804,50.848,86.351,7.361,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV10,17.0,34,36.833,4.02,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,173,5.988,27.522,39.771,4.207,27.522,39.308,0.717,51.751,81.76,7.317,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV11,17.5,35,37.917,4.41,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,95,6.337,30.805,43.37,4.192,30.805,42.876,0.785,55.522,96.751,4.957,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV12,19.0,38,41.167,4.34,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,169,5.959,30.033,44.729,4.564,30.033,44.26,0.659,57.561,82.713,7.529,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV13,16.5,33,35.75,3.99,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,262,6.145,27.956,39.813,3.951,27.956,39.36,0.747,51.188,78.278,10.448,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV14,20.0,40,43.333,4.3,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,102,6.461,30.995,46.065,4.508,30.995,45.624,0.642,58.675,86.433,5.302,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV15,21.0,42,45.5,4.57,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,313,6.316,36.595,51.907,4.864,36.595,51.388,0.701,65.729,98.725,12.391,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV16,21.0,42,45.5,4.61,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,129,5.899,32.704,48.353,4.799,32.704,47.864,0.637,61.732,86.173,5.961,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV17,19.5,39,42.25,4.49,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,231,6.195,32.94,47.007,4.689,32.94,46.506,0.701,60.334,86.906,9.362,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV18,16.5,33,35.75,4.01,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,100,6.47,28.384,40.445,3.88,28.384,39.984,0.795,51.73,74.964,5.403,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV19,15.0,30,32.5,3.43,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,148,5.973,24.221,35.217,3.478,24.221,34.802,0.796,45.343,66.86,6.527,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV20,16.0,32,34.667,3.72,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,92,6.467,26.543,37.975,3.705,26.543,37.547,0.773,48.661,73.336,4.959,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV21,21.0,42,45.5,4.73,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,193,6.166,34.322,49.931,4.861,34.322,49.445,0.635,63.483,94.797,7.905,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV22,16.0,32,34.667,3.61,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,337,6.407,29.325,40.355,3.689,29.325,39.957,0.714,50.85,73.555,13.367,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV23,17.0,34,36.833,3.74,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,200,6.26,27.642,39.857,3.833,27.642,39.441,0.702,50.749,73.574,8.4,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV24,16.0,32,34.667,3.86,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,174,6.098,29.268,40.77,3.895,29.268,40.325,0.754,51.973,79.183,7.882,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV25,24.5,49,53.083,5.11,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,161,6.273,39.819,56.731,5.313,39.819,56.223,0.614,71.506,100.309,7.443,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV26,19.0,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,180,6.028,32.762,46.497,4.513,32.762,46.009,0.706,59.333,93.159,7.714,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV27,16.5,33,35.75,4.07,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,218,6.45,28.787,41.049,4.153,28.787,40.57,0.76,52.997,78.164,9.364,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV28,20.5,41,44.417,4.52,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,186,6.0,35.203,49.261,4.589,35.203,48.763,0.716,62.344,91.5,7.89,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV29,22.0,44,47.667,4.6,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,155,6.284,36.849,51.494,4.799,36.849,51.05,0.592,64.746,91.465,7.197,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV30,15.0,30,32.5,3.57,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,136,5.912,25.951,36.884,3.782,25.951,36.421,0.821,47.92,75.546,6.275,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV31,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,131,6.099,32.658,47.396,4.796,32.658,46.916,0.634,60.797,82.852,6.21,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV32,20.0,40,43.333,4.24,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,142,5.901,34.829,48.088,4.368,34.829,47.638,0.674,60.443,86.433,6.248,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV33,21.0,42,45.5,4.8,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,185,6.135,35.059,49.555,4.838,35.059,49.03,0.689,63.246,92.131,7.949,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV34,15.0,30,32.5,3.86,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,145,6.31,26.804,37.894,3.666,26.804,37.468,0.792,48.532,72.512,6.966,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV35,19.0,38,41.167,4.37,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,224,6.272,28.282,43.623,4.629,28.282,43.146,0.653,56.618,80.914,9.412,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV36,20.0,40,43.333,4.4,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,110,5.964,32.065,46.073,4.568,32.065,45.602,0.67,58.947,89.183,5.445,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV37,20.0,40,43.333,4.54,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,324,6.231,34.954,49.108,4.58,34.954,48.629,0.678,62.017,93.416,12.977,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV38,23.5,47,50.917,4.89,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,176,6.227,39.575,55.927,5.165,39.575,55.44,0.6,70.248,108.527,7.908,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
Set 4.1 TF (low SP)_EV39,22.0,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,185,6.016,35.327,50.853,5.171,35.327,50.332,0.65,65.37,95.957,7.855,2.0,2.0,lognormal,1000000,Lognormal,0,1,0
