Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 4.3 TF (high SP)_EV291,57.0,114,123.5,6.86,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,7,14.143,93.767,123.494,6.866,93.767,123.398,0.078,139.807,157.964,1.713,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV292,56.0,112,121.333,6.68,160.12,127.556,14.0,160.59,127.411,29.954,167.748,224.0,11,11.636,92.703,121.342,6.673,92.703,121.25,0.082,137.188,154.007,1.906,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV293,67.0,134,145.167,7.9,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,7,14.0,110.822,145.165,7.891,110.822,145.061,0.073,163.869,183.554,1.708,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV294,59.5,119,128.917,6.98,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,9,12.0,98.505,128.918,6.985,98.505,128.825,0.074,145.503,163.184,1.778,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV295,56.5,113,122.417,6.93,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226.0,9,13.333,91.332,122.428,6.935,91.332,122.337,0.08,138.894,155.394,1.872,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV296,66.0,132,143.0,7.55,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,7,14.0,110.088,143.01,7.555,110.088,142.918,0.075,160.922,179.861,1.739,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV297,67.0,134,145.167,7.66,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,7,14.0,110.066,145.17,7.66,110.066,145.072,0.074,163.378,182.711,1.728,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV298,59.0,118,127.833,7.16,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,9,12.222,97.107,127.825,7.161,97.107,127.734,0.076,144.806,160.833,1.848,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV299,77.0,154,166.833,8.39,220.17,175.389,19.25,220.82,175.191,41.187,230.653,308.0,9,11.778,129.847,166.853,8.381,129.847,166.75,0.065,186.681,207.564,1.765,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV300,65.0,130,140.833,7.58,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,7,14.143,109.634,140.842,7.582,109.634,140.74,0.077,158.858,182.493,1.72,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV301,65.5,131,141.917,7.49,187.29,149.194,16.375,187.84,149.026,35.035,196.205,262.0,7,10.143,107.168,141.917,7.487,107.168,141.825,0.073,159.693,179.726,1.579,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV302,52.5,105,113.75,6.12,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210.0,7,10.143,87.449,113.75,6.119,87.449,113.679,0.073,128.229,145.994,1.603,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV303,73.0,146,158.167,8.09,208.73,166.278,18.25,209.35,166.09,39.047,218.671,292.0,7,10.143,122.95,158.175,8.083,122.95,158.097,0.061,177.29,199.446,1.59,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV304,59.0,118,127.833,6.91,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,7,10.143,93.971,127.829,6.91,93.971,127.747,0.076,144.206,160.274,1.6,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV305,58.5,117,126.75,6.91,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234.0,7,10.143,96.172,126.748,6.904,96.172,126.66,0.079,143.121,162.591,1.616,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV306,61.5,123,133.25,6.92,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246.0,7,10.143,101.523,133.249,6.914,101.523,133.165,0.071,149.639,164.706,1.608,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV307,71.0,142,153.833,8.22,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,7,10.143,118.174,153.835,8.215,118.174,153.734,0.071,173.328,195.208,1.6,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV308,62.5,125,135.417,7.25,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,8,9.375,101.435,135.422,7.254,101.435,135.332,0.076,152.642,170.168,1.623,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV309,62.5,125,135.417,7.34,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,7,10.143,100.568,135.422,7.347,100.568,135.33,0.073,152.826,172.94,1.606,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV310,65.0,130,140.833,7.91,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,7,10.143,106.295,140.844,7.898,106.295,140.735,0.08,159.618,178.868,1.628,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV311,61.5,123,133.25,7.23,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246.0,7,10.143,98.427,133.257,7.233,98.427,133.167,0.076,150.381,168.244,1.592,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV312,75.0,150,162.5,8.05,214.45,170.833,18.75,215.08,170.64,40.117,224.662,300.0,7,10.143,126.138,162.501,8.05,126.138,162.412,0.066,181.546,207.286,1.691,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV313,68.5,137,148.417,7.77,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274.0,8,9.375,112.384,148.405,7.768,112.384,148.309,0.072,166.799,182.837,1.632,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV314,70.0,140,151.667,7.76,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280.0,7,10.143,115.74,151.682,7.772,115.74,151.595,0.068,170.082,190.327,1.624,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV315,72.0,144,156.0,8.36,205.87,164.0,18.0,206.48,163.815,38.512,215.675,288.0,7,10.143,119.615,155.987,8.359,119.615,155.887,0.076,175.843,200.618,1.622,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV316,63.5,127,137.583,7.41,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,7,10.143,103.85,137.577,7.411,103.85,137.483,0.071,155.142,175.221,1.657,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV317,64.5,129,139.75,7.27,184.43,146.917,16.125,184.97,146.751,34.501,193.209,258.0,7,10.143,108.583,139.75,7.268,108.583,139.676,0.065,156.921,174.875,1.617,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV318,56.5,113,122.417,6.55,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226.0,7,10.143,94.023,122.41,6.554,94.023,122.33,0.072,137.934,153.632,1.596,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV319,66.5,133,144.083,7.57,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,7,10.143,109.105,144.085,7.571,109.105,143.999,0.067,162.031,178.225,1.596,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV320,80.0,160,173.333,8.7,228.75,182.222,20.0,229.42,182.016,42.791,239.639,320.0,7,10.143,134.926,173.339,8.709,134.926,173.239,0.068,193.947,215.525,1.601,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV321,79.5,159,172.25,8.95,227.32,181.083,19.875,227.99,180.879,42.524,238.142,318.0,7,10.143,131.638,172.255,8.95,131.638,172.146,0.067,193.451,214.503,1.609,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV322,75.0,150,162.5,8.64,214.45,170.833,18.75,215.08,170.64,40.117,224.662,300.0,7,10.143,126.148,162.494,8.646,126.148,162.388,0.073,182.975,205.171,1.609,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV323,80.5,161,174.417,8.92,230.18,183.361,20.125,230.86,183.154,43.059,241.137,322.0,7,10.143,134.543,174.429,8.927,134.543,174.332,0.07,195.634,218.849,1.617,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV324,69.0,138,149.5,8.02,197.3,157.167,17.25,197.88,156.989,36.908,206.689,276.0,7,10.143,114.813,149.496,8.016,114.813,149.393,0.076,168.518,188.797,1.615,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV325,68.0,136,147.333,7.62,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,7,10.143,111.795,147.343,7.615,111.795,147.248,0.071,165.367,185.722,1.587,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV326,56.0,112,121.333,6.6,160.12,127.556,14.0,160.59,127.411,29.954,167.748,224.0,7,10.143,92.504,121.333,6.596,92.504,121.245,0.073,136.953,153.703,1.637,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV327,58.5,117,126.75,6.84,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234.0,7,10.143,97.275,126.735,6.845,97.275,126.645,0.073,142.983,159.991,1.624,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV328,61.0,122,132.167,7.35,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244.0,7,10.143,98.309,132.172,7.35,98.309,132.077,0.077,149.584,173.727,1.617,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV329,63.5,127,137.583,7.64,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,7,10.143,104.471,137.579,7.651,104.471,137.483,0.075,155.727,177.639,1.604,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV330,67.5,135,146.25,7.71,193.01,153.75,16.875,193.57,153.576,36.105,202.196,270.0,7,10.143,113.048,146.247,7.721,113.048,146.15,0.073,164.55,183.32,1.604,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV331,65.0,130,140.833,7.52,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,7,10.143,108.994,140.832,7.516,108.994,140.741,0.07,158.624,176.574,1.635,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV332,66.5,133,144.083,7.5,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,7,10.143,111.136,144.093,7.503,111.136,144.001,0.072,161.859,182.527,1.639,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV333,59.5,119,128.917,7.11,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,7,10.143,97.992,128.916,7.111,97.992,128.827,0.077,145.8,163.984,1.601,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV334,66.0,132,143.0,7.27,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,7,10.143,110.943,143.013,7.266,110.943,142.925,0.069,160.228,177.709,1.594,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV335,67.0,134,145.167,7.81,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,7,10.143,109.987,145.167,7.807,109.987,145.071,0.068,163.623,183.784,1.61,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV336,58.5,117,126.75,7.0,167.27,133.25,14.625,167.76,133.099,31.291,175.236,234.0,7,10.143,96.829,126.749,7.001,96.829,126.658,0.081,143.368,163.203,1.594,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV337,67.0,134,145.167,7.62,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,7,10.143,110.935,145.171,7.619,110.935,145.079,0.074,163.255,184.253,1.625,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV338,66.0,132,143.0,7.95,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,7,10.143,107.99,143.005,7.942,107.99,142.901,0.073,161.795,179.309,1.612,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV339,64.5,129,139.75,7.32,184.43,146.917,16.125,184.97,146.751,34.501,193.209,258.0,7,10.143,107.339,139.75,7.32,107.339,139.667,0.068,157.069,176.224,1.615,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV340,82.5,165,178.75,9.07,235.9,187.917,20.625,236.59,187.704,44.129,247.128,330.0,7,10.143,134.514,178.762,9.08,134.514,178.665,0.065,200.247,223.971,1.611,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV341,74.0,148,160.333,8.31,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,7,10.143,125.485,160.334,8.321,125.485,160.243,0.065,180.0,203.93,1.615,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV342,66.5,133,144.083,7.6,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,7,10.143,112.011,144.084,7.605,112.011,143.991,0.073,162.157,183.073,1.577,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV343,59.0,118,127.833,6.92,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,7,10.143,97.785,127.832,6.921,97.785,127.741,0.074,144.262,160.467,1.62,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV344,57.5,115,124.583,6.76,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,7,10.143,91.507,124.576,6.758,91.507,124.494,0.076,140.624,163.037,1.625,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV345,55.0,110,119.167,6.6,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220.0,7,10.143,89.812,119.179,6.604,89.812,119.088,0.085,134.871,153.411,1.612,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV346,70.0,140,151.667,7.76,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280.0,7,10.143,117.587,151.669,7.763,117.587,151.588,0.065,170.016,189.795,1.638,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV347,74.0,148,160.333,8.28,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,7,10.143,121.422,160.331,8.286,121.422,160.236,0.066,179.937,205.227,1.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV348,59.0,118,127.833,6.9,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,7,10.143,96.543,127.83,6.902,96.543,127.739,0.078,144.198,162.077,1.627,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV349,62.5,125,135.417,7.36,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,7,10.143,101.202,135.414,7.362,101.202,135.331,0.074,152.88,176.322,1.625,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV350,66.5,133,144.083,7.6,190.15,151.472,16.625,190.71,151.301,35.57,199.2,266.0,7,10.143,111.437,144.091,7.593,111.437,144.006,0.067,162.08,186.171,1.598,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV351,51.0,102,110.5,6.16,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,7,10.143,84.218,110.497,6.169,84.218,110.417,0.08,125.125,140.898,1.593,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV352,70.5,141,152.75,7.94,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,7,10.143,118.431,152.767,7.94,118.431,152.677,0.066,171.579,190.143,1.581,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV353,60.5,121,131.083,7.0,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242.0,7,10.143,98.032,131.08,6.989,98.032,130.997,0.075,147.653,166.34,1.599,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV354,73.0,146,158.167,8.14,208.73,166.278,18.25,209.35,166.09,39.047,218.671,292.0,7,10.143,120.873,158.157,8.138,120.873,158.064,0.066,177.397,197.93,1.596,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV355,63.5,127,137.583,7.12,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,7,10.143,104.139,137.594,7.122,104.139,137.497,0.077,154.472,173.213,1.644,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV356,66.0,132,143.0,7.59,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,7,10.143,109.125,142.984,7.584,109.125,142.89,0.071,160.918,179.996,1.648,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV357,74.5,149,161.417,8.5,213.02,169.694,18.625,213.65,169.503,39.849,223.164,298.0,7,10.143,124.125,161.41,8.495,124.125,161.312,0.07,181.563,203.921,1.613,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV358,68.0,136,147.333,7.57,194.44,154.889,17.0,195.01,154.714,36.373,203.693,272.0,7,10.143,114.226,147.345,7.563,114.226,147.248,0.068,165.257,184.405,1.603,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV359,57.5,115,124.583,6.97,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,7,10.143,95.091,124.6,6.975,95.091,124.506,0.081,141.171,161.684,1.588,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV360,63.0,126,136.5,7.47,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,7,10.143,103.367,136.495,7.464,103.367,136.395,0.076,154.212,172.116,1.621,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV361,58.0,116,125.667,6.83,165.84,132.111,14.5,166.33,131.962,31.024,173.739,232.0,7,10.143,95.304,125.673,6.83,95.304,125.585,0.075,141.857,159.115,1.603,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV362,72.5,145,157.083,8.34,207.3,165.139,18.125,207.91,164.952,38.78,217.173,290.0,7,10.143,117.609,157.074,8.344,117.609,156.974,0.07,176.823,195.868,1.56,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV363,77.5,155,167.917,8.88,221.6,176.528,19.375,222.25,176.328,41.454,232.151,310.0,7,10.143,129.869,167.907,8.888,129.869,167.807,0.067,188.956,209.388,1.63,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV364,70.0,140,151.667,7.72,200.16,159.444,17.5,200.74,159.264,37.442,209.684,280.0,7,10.143,114.223,151.661,7.713,114.223,151.57,0.068,169.909,188.726,1.599,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV365,77.0,154,166.833,8.55,220.17,175.389,19.25,220.82,175.191,41.187,230.653,308.0,7,10.143,131.413,166.838,8.542,131.413,166.737,0.069,187.106,205.942,1.601,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV366,70.5,141,152.75,8.16,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,7,10.143,117.77,152.75,8.162,117.77,152.644,0.073,172.099,192.085,1.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV367,75.0,150,162.5,8.34,214.45,170.833,18.75,215.08,170.64,40.117,224.662,300.0,7,10.143,124.125,162.492,8.345,124.125,162.397,0.069,182.314,202.138,1.612,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV368,68.5,137,148.417,7.7,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274.0,7,10.143,115.217,148.422,7.712,115.217,148.332,0.069,166.687,185.436,1.639,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV369,59.5,119,128.917,7.13,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,7,10.143,96.274,128.91,7.124,96.274,128.816,0.076,145.791,163.764,1.625,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV370,69.5,139,150.583,8.0,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278.0,7,10.143,114.261,150.573,7.996,114.261,150.468,0.072,169.537,190.142,1.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV371,74.0,148,160.333,8.16,211.59,168.556,18.5,212.21,168.365,39.582,221.666,296.0,7,10.143,124.001,160.323,8.161,124.001,160.235,0.068,179.692,198.65,1.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV372,61.5,123,133.25,7.0,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246.0,7,10.143,102.481,133.245,6.996,102.481,133.155,0.073,149.811,169.223,1.594,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV373,53.5,107,115.917,6.25,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,7,10.143,89.007,115.919,6.244,89.007,115.832,0.077,130.74,147.904,1.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV374,59.0,118,127.833,6.76,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,7,10.143,98.917,127.829,6.767,98.917,127.744,0.071,143.839,160.983,1.575,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV375,57.5,115,124.583,6.75,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,7,10.143,95.398,124.583,6.743,95.398,124.494,0.074,140.561,159.723,1.619,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV376,64.0,128,138.667,7.48,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,7,10.143,103.566,138.656,7.482,103.566,138.573,0.073,156.432,179.557,1.586,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV377,60.0,120,130.0,7.22,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,7,10.143,99.093,130.015,7.219,99.093,129.92,0.079,147.133,165.883,1.643,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV378,67.0,134,145.167,7.51,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,7,10.143,110.827,145.167,7.499,110.827,145.082,0.073,162.942,183.327,1.624,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV379,71.5,143,154.917,8.2,204.44,162.861,17.875,205.05,162.677,38.245,214.178,286.0,8,9.625,117.213,154.928,8.217,117.213,154.834,0.066,174.377,194.148,1.655,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV380,70.5,141,152.75,8.01,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,7,10.143,119.096,152.733,8.009,119.096,152.645,0.067,171.632,195.567,1.586,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV381,65.0,130,140.833,7.37,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,7,10.143,109.708,140.824,7.37,109.708,140.736,0.073,158.326,176.279,1.606,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV382,63.0,126,136.5,7.35,180.14,143.5,15.75,180.67,143.338,33.698,188.716,252.0,7,10.143,101.578,136.493,7.348,101.578,136.392,0.075,153.892,172.937,1.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV383,69.5,139,150.583,7.5,198.73,158.306,17.375,199.31,158.127,37.175,208.187,278.0,7,10.143,114.077,150.573,7.508,114.077,150.489,0.066,168.314,190.104,1.682,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV384,62.5,125,135.417,7.4,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,7,10.143,103.155,135.403,7.395,103.155,135.294,0.076,152.929,172.755,1.623,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV385,66.0,132,143.0,7.57,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,7,10.143,106.202,142.993,7.566,106.202,142.91,0.066,160.882,180.433,1.624,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV386,71.0,142,153.833,7.97,203.01,161.722,17.75,203.61,161.539,37.977,212.68,284.0,7,10.143,116.145,153.831,7.973,116.145,153.734,0.073,172.753,193.367,1.626,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV387,64.0,128,138.667,7.42,183.0,145.778,16.0,183.54,145.613,34.233,191.711,256.0,8,9.375,104.472,138.664,7.42,104.472,138.56,0.076,156.236,175.894,1.615,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV388,87.0,174,188.5,9.41,248.76,198.167,21.75,249.5,197.943,46.536,260.608,348.0,7,10.143,145.207,188.51,9.414,145.207,188.405,0.067,210.846,239.364,1.635,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV389,76.0,152,164.667,8.42,217.31,173.111,19.0,217.95,172.916,40.652,227.657,304.0,7,10.143,126.622,164.678,8.425,126.622,164.577,0.07,184.656,203.809,1.642,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV390,67.0,134,145.167,7.61,191.58,152.611,16.75,192.14,152.439,35.838,200.698,268.0,7,10.143,108.849,145.156,7.605,108.849,145.067,0.071,163.164,182.163,1.606,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV391,77.0,154,166.833,8.37,220.17,175.389,19.25,220.82,175.191,41.187,230.653,308.0,7,10.143,128.941,166.831,8.356,128.941,166.732,0.067,186.61,206.649,1.588,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV392,55.0,110,119.167,6.75,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220.0,7,10.143,90.776,119.168,6.748,90.776,119.074,0.08,135.183,151.801,1.595,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV393,78.5,157,170.083,8.72,224.46,178.806,19.625,225.12,178.604,41.989,235.146,314.0,7,10.143,126.449,170.082,8.723,126.449,169.983,0.072,190.8,218.066,1.635,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.3 TF (high SP)_EV394,61.0,122,132.167,7.04,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244.0,7,10.143,101.902,132.166,7.04,101.902,132.074,0.076,148.886,167.787,1.583,2.0,2.0,beta,1000000,Beta,1,0,0
