Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Number of Paths,Average Nodes/Path,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations,Distribution,Is_Beta,Is_Lognormal,Is_Triangular
Set 4.2 TF (mid SP)_EV281,41.0,82,88.833,5.76,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,28,8.571,61.7,88.848,5.744,61.7,88.764,0.089,102.506,115.876,2.562,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV282,40.0,80,86.667,5.68,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,30,7.267,62.875,86.674,5.675,62.875,86.582,0.091,100.159,113.728,2.533,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV283,46.5,93,100.75,6.76,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,18,8.889,69.91,100.751,6.765,69.91,100.65,0.086,116.834,135.862,2.135,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV284,40.0,80,86.667,5.93,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,16,9.062,61.898,86.664,5.924,61.898,86.572,0.093,100.778,114.276,2.04,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV285,45.0,90,97.5,6.56,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,30,8.1,70.668,97.502,6.56,70.668,97.404,0.088,113.077,132.08,2.599,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV286,46.5,93,100.75,6.48,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,21,7.952,74.018,100.744,6.472,74.018,100.65,0.083,116.125,133.191,2.2,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV287,46.5,93,100.75,6.55,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,25,7.92,73.144,100.774,6.541,73.144,100.678,0.087,116.354,131.614,2.373,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV288,33.5,67,72.583,5.03,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,22,8.727,51.832,72.585,5.029,51.832,72.499,0.1,84.571,97.381,2.281,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV289,40.5,81,87.75,5.77,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,28,7.429,63.321,87.746,5.776,63.321,87.661,0.087,101.472,117.814,2.429,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV290,46.0,92,99.667,6.73,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,15,9.467,72.788,99.676,6.727,72.788,99.562,0.091,115.641,131.364,2.014,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV291,36.0,72,78.0,5.2,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,23,8.348,56.689,78.003,5.199,56.689,77.922,0.093,90.377,102.354,2.355,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV292,35.0,70,75.833,4.92,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,25,7.84,54.27,75.818,4.924,54.27,75.747,0.087,87.514,99.701,2.332,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV293,46.5,93,100.75,6.62,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,25,8.4,71.938,100.745,6.615,71.938,100.656,0.086,116.473,135.892,2.377,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV294,44.5,89,96.417,5.9,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,34,7.471,72.053,96.427,5.891,72.053,96.356,0.073,110.375,127.764,2.703,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV295,40.5,81,87.75,5.72,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,22,7.909,60.707,87.745,5.715,60.707,87.663,0.086,101.33,116.778,2.228,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV296,43.5,87,94.25,5.98,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,26,7.346,66.749,94.255,5.98,66.749,94.17,0.086,108.485,122.837,2.32,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV297,49.0,98,106.167,6.63,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,19,8.316,77.514,106.181,6.635,77.514,106.093,0.077,121.913,137.304,2.126,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV298,51.0,102,110.5,7.04,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,28,8.0,76.913,110.494,7.039,76.913,110.389,0.081,127.204,143.837,2.461,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV299,36.5,73,79.083,5.46,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,21,8.952,55.0,79.142,5.448,55.0,79.047,0.096,92.102,105.04,2.267,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV300,37.5,75,81.25,5.53,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,26,8.269,57.267,81.568,5.485,57.267,81.48,0.096,94.622,107.383,2.445,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV301,47.5,95,102.917,6.91,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,16,6.5,73.932,102.917,6.917,73.932,102.815,0.093,119.402,135.212,1.811,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV302,38.5,77,83.417,5.49,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,16,6.375,60.253,83.412,5.494,60.253,83.335,0.088,96.465,111.27,1.803,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV303,40.0,80,86.667,5.59,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,17,6.235,62.536,86.671,5.596,62.536,86.59,0.089,99.985,113.759,1.809,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV304,36.0,72,78.0,5.44,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,16,6.375,55.081,77.994,5.44,55.081,77.897,0.103,90.961,105.971,1.801,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV305,46.5,93,100.75,6.69,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,16,6.375,71.638,100.747,6.694,71.638,100.64,0.091,116.671,133.605,1.8,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV306,43.0,86,93.167,6.22,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,16,6.438,65.125,93.171,6.228,65.125,93.073,0.088,107.976,122.698,1.8,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV307,46.5,93,100.75,6.7,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,16,6.375,72.056,100.759,6.706,72.056,100.65,0.092,116.725,134.686,1.821,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV308,48.0,96,104.0,6.93,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,19,6.368,74.145,104.014,6.922,74.145,103.906,0.089,120.491,137.098,1.95,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV309,38.0,76,82.333,5.49,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,16,6.5,58.539,82.344,5.491,58.539,82.262,0.089,95.37,112.148,1.835,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV310,39.5,79,85.583,5.79,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,18,6.611,61.375,85.584,5.794,61.375,85.496,0.091,99.369,112.512,1.946,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV311,34.0,68,73.667,5.16,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,16,6.5,52.274,73.668,5.157,52.274,73.585,0.094,85.915,99.597,1.833,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV312,39.5,79,85.583,5.75,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,17,6.529,60.884,85.593,5.75,60.884,85.497,0.097,99.291,112.912,1.835,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV313,40.0,80,86.667,6.14,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,16,6.5,59.952,86.673,6.139,59.952,86.575,0.096,101.305,118.358,1.889,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV314,48.0,96,104.0,6.58,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,16,6.375,75.487,103.995,6.584,75.487,103.904,0.082,119.619,135.183,1.842,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV315,55.5,111,120.25,7.69,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,17,6.235,87.595,120.238,7.692,87.595,120.146,0.079,138.497,161.987,1.84,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV316,36.5,73,79.083,5.27,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,17,6.353,55.198,79.089,5.273,55.198,78.997,0.093,91.633,107.376,1.868,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV317,33.0,66,71.5,5.02,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,18,6.278,51.719,71.49,5.026,51.719,71.399,0.1,83.461,96.236,1.883,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV318,45.5,91,98.583,6.63,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,16,6.5,72.451,98.585,6.628,72.451,98.479,0.093,114.322,134.096,1.854,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV319,39.5,79,85.583,5.77,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,17,6.412,59.941,85.587,5.769,59.941,85.501,0.091,99.294,111.676,1.842,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV320,49.0,98,106.167,6.77,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,16,6.5,76.262,106.17,6.769,76.262,106.072,0.08,122.252,138.721,1.837,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV321,34.0,68,73.667,5.05,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,16,6.5,52.173,73.657,5.048,52.173,73.575,0.096,85.676,97.376,1.849,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV322,42.0,84,91.0,5.93,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,16,6.375,63.212,90.997,5.926,63.212,90.9,0.09,105.101,122.591,1.872,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV323,50.0,100,108.333,7.07,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,17,6.353,77.299,108.321,7.069,77.299,108.223,0.086,125.12,144.854,1.872,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV324,57.5,115,124.583,7.7,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,16,6.438,92.191,124.581,7.7,92.191,124.495,0.076,142.886,165.813,1.823,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV325,35.0,70,75.833,5.18,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,16,6.5,53.252,75.828,5.182,53.252,75.747,0.096,88.183,100.092,1.83,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV326,50.5,101,109.417,6.91,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,16,6.438,77.324,109.406,6.915,77.324,109.31,0.083,125.839,147.625,1.872,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV327,42.0,84,91.0,6.42,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,16,6.438,64.256,91.005,6.419,64.256,90.901,0.096,106.294,119.768,1.81,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV328,31.5,63,68.25,4.96,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,16,6.5,47.548,68.257,4.951,47.548,68.169,0.106,80.059,93.366,1.818,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV329,40.0,80,86.667,5.71,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,17,6.353,62.932,86.676,5.715,62.932,86.597,0.085,100.251,115.145,1.86,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV330,41.5,83,89.917,6.02,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,16,6.375,61.932,89.914,6.016,61.932,89.825,0.089,104.233,125.967,1.843,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV331,33.5,67,72.583,4.98,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,16,6.438,51.667,72.581,4.98,51.667,72.495,0.104,84.45,97.075,1.861,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV332,34.0,68,73.667,5.35,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,16,6.5,51.271,73.667,5.348,51.271,73.571,0.102,86.414,99.888,1.862,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV333,51.0,102,110.5,7.08,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,19,6.579,80.429,110.497,7.085,80.429,110.391,0.084,127.333,143.551,1.978,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV334,46.5,93,100.75,6.51,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,16,6.438,72.291,100.745,6.516,72.291,100.652,0.082,116.221,132.361,1.892,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV335,31.5,63,68.25,4.64,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,16,6.375,48.805,68.257,4.647,48.805,68.179,0.098,79.313,90.013,1.801,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV336,29.5,59,63.917,4.52,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,16,6.375,45.591,63.932,4.519,45.591,63.857,0.102,74.706,85.211,1.807,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV337,30.5,61,66.083,4.7,87.21,69.472,7.625,87.47,69.394,16.314,91.362,122.0,16,6.438,47.121,66.087,4.702,47.121,66.001,0.105,77.28,88.262,1.842,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV338,43.5,87,94.25,6.24,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,16,6.438,66.113,94.252,6.235,66.113,94.158,0.091,109.11,124.301,1.824,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV339,45.0,90,97.5,6.21,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,16,6.5,68.433,97.504,6.223,68.433,97.428,0.08,112.3,129.753,1.857,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV340,39.5,79,85.583,5.86,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,16,6.375,61.301,85.588,5.858,61.301,85.486,0.098,99.537,116.049,1.797,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV341,37.0,74,80.167,5.41,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,16,6.438,55.267,80.169,5.406,55.267,80.079,0.09,92.995,108.758,1.826,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV342,43.5,87,94.25,6.19,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,16,6.375,67.87,94.248,6.19,67.87,94.155,0.089,108.966,127.744,1.825,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV343,37.5,75,81.25,5.7,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,20,6.0,58.303,81.249,5.695,58.303,81.149,0.097,94.806,107.625,1.95,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV344,34.0,68,73.667,4.99,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,15,6.6,52.201,73.66,4.987,52.201,73.575,0.1,85.526,99.13,1.798,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV345,44.5,89,96.417,6.45,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,15,6.6,69.534,96.409,6.448,69.534,96.304,0.087,111.727,126.952,1.803,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV346,36.5,73,79.083,5.26,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,16,6.5,54.196,79.095,5.258,54.196,79.012,0.09,91.608,104.948,1.853,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV347,51.5,103,111.583,7.2,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,17,6.294,78.993,111.594,7.191,78.993,111.496,0.084,128.673,147.094,1.837,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV348,43.5,87,94.25,6.16,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,18,6.333,67.128,94.261,6.156,67.128,94.171,0.087,108.866,123.255,1.904,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV349,45.0,90,97.5,6.43,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,16,6.438,69.41,97.508,6.435,69.41,97.409,0.089,112.826,134.355,1.846,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV350,50.5,101,109.417,7.02,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,17,6.529,80.247,109.408,7.013,80.247,109.305,0.084,126.114,143.821,1.891,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV351,38.0,76,82.333,5.35,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,15,6.4,60.821,82.333,5.349,60.821,82.252,0.089,95.05,107.921,1.806,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV352,46.0,92,99.667,6.46,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,16,6.375,72.107,99.669,6.462,72.107,99.578,0.081,114.975,132.732,1.812,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV353,35.5,71,76.917,5.04,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,15,6.533,55.921,76.915,5.041,55.921,76.84,0.094,88.925,100.897,1.789,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV354,38.5,77,83.417,5.72,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,16,6.375,57.112,83.424,5.718,57.112,83.332,0.094,97.064,111.174,1.86,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV355,46.0,92,99.667,6.59,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,16,6.5,71.516,99.671,6.589,71.516,99.571,0.088,115.354,130.789,1.822,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV356,34.5,69,74.75,5.26,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,16,6.438,53.968,74.754,5.265,53.968,74.663,0.098,87.292,100.361,1.808,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV357,42.5,85,92.083,6.14,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,16,6.375,67.647,92.086,6.142,67.647,91.993,0.087,106.699,120.17,1.807,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV358,36.0,72,78.0,5.33,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,17,6.588,52.928,78.004,5.33,52.928,77.919,0.092,90.668,104.011,1.865,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV359,37.5,75,81.25,5.65,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,16,6.438,57.815,81.261,5.655,57.815,81.163,0.099,94.758,106.814,1.806,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV360,45.5,91,98.583,6.59,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,16,6.5,67.739,98.591,6.59,67.739,98.486,0.092,114.268,131.0,1.834,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV361,46.0,92,99.667,6.42,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,16,6.5,72.984,99.675,6.428,72.984,99.583,0.085,114.949,131.502,1.816,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV362,35.5,71,76.917,5.01,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,16,6.438,55.108,76.915,5.003,55.108,76.837,0.089,88.797,101.236,1.831,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV363,41.0,82,88.833,5.91,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,16,6.5,64.492,88.833,5.903,64.492,88.741,0.09,102.883,117.384,1.847,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV364,39.5,79,85.583,5.76,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,16,6.438,60.584,85.584,5.766,60.584,85.495,0.091,99.294,115.317,1.793,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV365,49.0,98,106.167,6.67,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,16,6.375,77.514,106.159,6.668,77.514,106.059,0.084,121.971,140.735,1.809,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV366,47.5,95,102.917,6.74,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,16,6.438,74.086,102.908,6.744,74.086,102.807,0.087,118.931,134.867,1.836,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV367,38.5,77,83.417,5.68,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,16,6.5,60.077,83.411,5.681,60.077,83.325,0.091,96.905,110.965,1.816,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV368,33.0,66,71.5,4.83,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,16,6.438,50.931,71.501,4.838,50.931,71.425,0.098,83.012,96.273,1.789,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV369,41.5,83,89.917,5.81,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,16,6.375,63.625,89.915,5.813,63.625,89.832,0.09,103.745,117.068,1.785,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV370,29.5,59,63.917,4.34,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,15,6.533,45.53,63.919,4.34,45.53,63.84,0.104,74.26,85.035,1.773,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV371,40.0,80,86.667,5.91,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,16,6.438,61.083,86.674,5.9,61.083,86.578,0.092,100.705,116.143,1.809,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV372,43.0,86,93.167,6.26,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,16,6.5,65.082,93.163,6.269,65.082,93.066,0.087,108.022,122.518,1.846,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV373,39.5,79,85.583,5.98,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,17,6.353,59.298,85.592,5.99,59.298,85.495,0.094,99.846,114.94,1.811,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV374,36.0,72,78.0,5.47,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,16,6.438,55.74,77.987,5.465,55.74,77.898,0.095,90.994,104.401,1.831,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV375,36.5,73,79.083,5.47,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,16,6.438,56.489,79.076,5.47,56.489,78.981,0.099,92.098,109.242,1.832,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV376,40.0,80,86.667,5.65,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,16,6.5,62.494,86.671,5.648,62.494,86.583,0.086,100.08,116.143,1.83,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV377,39.5,79,85.583,5.83,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,16,6.438,60.474,85.583,5.826,60.474,85.484,0.096,99.446,114.736,1.807,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV378,43.0,86,93.167,6.29,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,16,6.5,65.47,93.159,6.297,65.47,93.059,0.094,108.19,124.141,1.822,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV379,38.5,77,83.417,5.34,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,16,6.438,59.215,83.417,5.343,59.215,83.335,0.088,96.124,108.839,1.814,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV380,44.0,88,95.333,6.21,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,16,6.438,68.611,95.333,6.218,68.611,95.237,0.089,110.144,128.915,1.841,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV381,44.5,89,96.417,6.3,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,16,6.375,69.864,96.428,6.299,69.864,96.343,0.082,111.4,129.333,1.807,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV382,39.5,79,85.583,5.57,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,17,6.235,62.993,85.585,5.57,62.993,85.504,0.09,98.82,112.135,1.858,2.0,2.0,beta,1000000,Beta,1,0,0
Set 4.2 TF (mid SP)_EV383,28.0,56,60.667,4.49,80.06,63.778,7.0,80.3,63.706,14.977,83.874,112.0,16,6.5,43.123,60.846,4.416,43.123,60.748,0.12,71.375,84.132,1.813,2.0,2.0,beta,1000000,Beta,1,0,0
