Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 1 SP_EV124,19.0,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,26.006,44.444,5.235,26.006,44.263,0.195,57.131,68.834,1.73,2.0,2.0,triangular,1000000
Set 1 SP_EV125,21.0,42,45.5,4.47,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,29.767,50.12,5.259,29.767,49.954,0.17,62.782,75.139,2.834,2.0,2.0,triangular,1000000
Set 1 SP_EV126,20.0,40,43.333,4.65,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,29.786,48.517,5.158,29.786,48.328,0.204,61.137,72.336,4.122,2.0,2.0,triangular,1000000
Set 1 SP_EV127,15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,27.183,41.036,3.646,27.183,40.913,0.176,49.857,57.852,10.107,2.0,2.0,triangular,1000000
Set 1 SP_EV128,21.5,43,46.583,4.62,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,33.875,54.516,4.822,33.875,54.372,0.158,66.153,77.444,8.108,2.0,2.0,triangular,1000000
Set 1 SP_EV129,23.0,46,49.833,5.16,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,36.927,57.291,5.415,36.927,57.114,0.182,70.436,81.491,11.445,2.0,2.0,triangular,1000000
Set 1 SP_EV130,17.0,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,26.778,41.312,3.888,26.778,41.137,0.234,50.932,59.751,3.624,2.0,2.0,triangular,1000000
Set 1 SP_EV131,19.0,38,41.167,4.2,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,26.814,44.785,4.993,26.814,44.607,0.195,56.891,66.927,3.875,2.0,2.0,triangular,1000000
Set 1 SP_EV132,20.0,40,43.333,4.43,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,29.376,48.655,4.767,29.376,48.461,0.225,60.379,71.352,3.613,2.0,2.0,triangular,1000000
Set 1 SP_EV133,19.0,38,41.167,4.24,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,23.517,44.326,5.286,23.517,44.179,0.152,56.989,67.719,1.621,2.0,2.0,triangular,1000000
Set 1 SP_EV134,21.0,42,45.5,4.81,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,30.522,51.37,5.659,30.522,51.244,0.122,64.842,77.164,2.436,2.0,2.0,triangular,1000000
Set 1 SP_EV135,21.0,42,45.5,4.44,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,32.285,51.782,4.98,32.285,51.67,0.129,63.681,75.258,4.139,2.0,2.0,triangular,1000000
Set 1 SP_EV136,16.5,33,35.75,4.12,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,23.641,39.807,4.532,23.641,39.597,0.237,50.904,61.209,2.74,2.0,2.0,triangular,1000000
Set 1 SP_EV137,19.0,38,41.167,4.26,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,25.896,44.604,5.16,25.896,44.44,0.175,57.044,67.287,1.817,2.0,2.0,triangular,1000000
Set 1 SP_EV138,23.0,46,49.833,4.83,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,32.018,54.131,5.841,32.018,53.967,0.159,68.158,81.199,3.106,2.0,2.0,triangular,1000000
Set 1 SP_EV139,15.0,30,32.5,3.54,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.195,35.214,4.331,19.195,35.082,0.165,45.627,53.889,1.596,2.0,2.0,triangular,1000000
Set 1 SP_EV140,22.0,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,34.189,53.984,5.285,34.189,53.757,0.234,67.006,78.58,8.923,2.0,2.0,triangular,1000000
Set 1 SP_EV141,17.0,34,36.833,4.11,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,24.598,41.796,4.7,24.598,41.635,0.17,53.038,61.896,2.709,2.0,2.0,triangular,1000000
Set 1 SP_EV142,24.5,49,53.083,5.14,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,37.313,60.401,5.554,37.313,60.218,0.177,73.858,88.203,10.719,2.0,2.0,triangular,1000000
Set 1 SP_EV143,14.0,28,30.333,4.06,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,19.661,33.729,4.359,19.661,33.402,0.375,44.856,53.159,2.758,2.0,2.0,triangular,1000000
Set 1 SP_EV144,15.5,31,33.583,3.85,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.857,36.186,4.755,20.857,35.999,0.209,47.658,56.284,1.74,2.0,2.0,triangular,1000000
Set 1 SP_EV145,19.0,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,26.439,44.585,4.976,26.439,44.356,0.246,56.825,68.054,6.044,2.0,2.0,triangular,1000000
Set 1 SP_EV146,22.0,44,47.667,4.7,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,31.028,51.422,5.785,31.028,51.233,0.182,65.39,78.911,2.488,2.0,2.0,triangular,1000000
Set 1 SP_EV147,22.0,44,47.667,4.99,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,35.313,54.933,5.476,35.313,54.723,0.211,68.281,81.379,8.675,2.0,2.0,triangular,1000000
Set 1 SP_EV148,17.0,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,22.232,39.663,4.603,22.232,39.549,0.141,50.685,60.813,1.612,2.0,2.0,triangular,1000000
Set 1 SP_EV149,13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,20.667,32.638,3.229,20.667,32.452,0.304,40.78,47.727,2.748,2.0,2.0,triangular,1000000
Set 1 SP_EV150,17.0,34,36.833,3.98,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,24.8,40.538,4.39,24.8,40.262,0.319,51.616,62.875,2.368,2.0,2.0,triangular,1000000
Set 1 SP_EV151,18.0,36,39.0,3.94,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,26.909,42.645,4.439,26.909,42.397,0.286,53.739,64.309,2.963,2.0,2.0,triangular,1000000
Set 1 SP_EV152,12.5,25,27.083,2.9,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,17.504,29.521,3.373,17.504,29.361,0.245,37.823,45.081,1.744,2.0,2.0,triangular,1000000
Set 1 SP_EV153,21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,29.88,51.008,5.671,29.88,50.859,0.142,64.566,77.446,2.058,2.0,2.0,triangular,1000000
Set 1 SP_EV154,15.5,31,33.583,3.68,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,25.047,38.79,3.512,25.047,38.658,0.219,47.496,56.303,5.512,2.0,2.0,triangular,1000000
Set 1 SP_EV155,20.0,40,43.333,4.2,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,32.399,49.866,4.53,32.399,49.744,0.15,60.748,70.399,4.96,2.0,2.0,triangular,1000000
Set 1 SP_EV156,17.0,34,36.833,3.95,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,22.332,39.892,4.805,22.332,39.736,0.181,51.505,61.056,2.519,2.0,2.0,triangular,1000000
Set 1 SP_EV157,19.5,39,42.25,4.22,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,25.781,45.513,5.252,25.781,45.38,0.143,58.101,69.542,2.438,2.0,2.0,triangular,1000000
Set 1 SP_EV158,17.5,35,37.917,3.86,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,26.405,42.579,4.324,26.405,42.445,0.168,53.029,63.502,2.388,2.0,2.0,triangular,1000000
Set 1 SP_EV159,16.5,33,35.75,3.75,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,23.27,38.97,4.392,23.27,38.813,0.199,49.704,59.272,2.042,2.0,2.0,triangular,1000000
Set 1 SP_EV160,15.0,30,32.5,3.62,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,21.303,36.329,3.709,21.303,36.09,0.352,45.882,54.828,2.652,2.0,2.0,triangular,1000000
Set 1 SP_EV161,19.5,39,42.25,4.21,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,32.295,48.9,4.414,32.295,48.711,0.227,59.815,69.805,4.096,2.0,2.0,triangular,1000000
Set 1 SP_EV162,17.0,34,36.833,4.05,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,24.735,41.15,4.55,24.735,40.968,0.213,52.194,61.345,3.528,2.0,2.0,triangular,1000000
Set 1 SP_EV163,21.0,42,45.5,4.57,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,27.997,49.218,5.518,27.997,49.016,0.198,62.621,73.886,2.551,2.0,2.0,triangular,1000000
Set 1 SP_EV164,18.5,37,40.083,4.53,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,28.172,46.195,4.877,28.172,45.978,0.229,58.112,68.873,11.254,2.0,2.0,triangular,1000000
Set 1 SP_EV165,22.0,44,47.667,4.61,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,32.648,53.447,5.191,32.648,53.273,0.184,66.009,77.975,7.667,2.0,2.0,triangular,1000000
Set 1 SP_EV166,16.5,33,35.75,3.65,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,22.311,38.506,4.554,22.311,38.364,0.158,49.38,60.158,1.548,2.0,2.0,triangular,1000000
Set 1 SP_EV167,17.5,35,37.917,4.45,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,28.445,45.052,4.094,28.445,44.943,0.159,54.95,64.717,7.174,2.0,2.0,triangular,1000000
Set 1 SP_EV168,13.0,26,28.167,2.92,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,17.499,30.34,3.634,17.499,30.226,0.159,39.013,46.008,1.952,2.0,2.0,triangular,1000000
Set 1 SP_EV169,19.0,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,25.131,44.458,5.081,25.131,44.243,0.219,56.838,67.911,2.507,2.0,2.0,triangular,1000000
Set 1 SP_EV170,17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,22.916,41.203,5.213,22.916,41.036,0.174,53.726,64.239,1.741,2.0,2.0,triangular,1000000
Set 1 SP_EV171,21.5,43,46.583,4.55,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,32.948,52.266,4.823,32.948,52.029,0.255,64.2,74.558,8.361,2.0,2.0,triangular,1000000
Set 1 SP_EV172,17.0,34,36.833,4.03,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,25.031,40.958,4.359,25.031,40.766,0.247,51.784,62.029,3.262,2.0,2.0,triangular,1000000
Set 1 SP_EV173,18.5,37,40.083,3.91,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,27.923,44.028,4.534,27.923,43.884,0.18,55.023,65.258,3.056,2.0,2.0,triangular,1000000
Set 1 SP_EV174,15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,25.574,40.142,3.875,25.574,39.979,0.221,49.647,57.484,7.232,2.0,2.0,triangular,1000000
Set 1 SP_EV175,18.5,37,40.083,4.64,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,27.098,44.904,5.036,27.098,44.677,0.245,57.384,68.522,2.834,2.0,2.0,triangular,1000000
Set 1 SP_EV176,23.5,47,50.917,4.97,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,31.538,54.833,6.194,31.538,54.685,0.136,69.645,82.785,1.837,2.0,2.0,triangular,1000000
Set 1 SP_EV177,14.0,28,30.333,3.2,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,20.429,33.163,3.622,20.429,32.936,0.298,42.196,49.991,2.498,2.0,2.0,triangular,1000000
Set 1 SP_EV178,18.5,37,40.083,4.51,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,24.978,43.698,5.187,24.978,43.407,0.287,56.654,68.501,3.673,2.0,2.0,triangular,1000000
Set 1 SP_EV179,15.0,30,32.5,3.22,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.397,35.015,3.997,19.397,34.902,0.161,44.609,54.258,1.661,2.0,2.0,triangular,1000000
Set 1 SP_EV180,21.0,42,45.5,4.4,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,28.61,49.394,5.311,28.61,49.233,0.162,62.222,73.993,2.193,2.0,2.0,triangular,1000000
Set 1 SP_EV181,11.5,23,24.917,3.61,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,18.547,30.179,3.192,18.547,30.04,0.243,38.118,43.891,2.23,2.0,2.0,triangular,1000000
Set 1 SP_EV182,18.0,36,39.0,3.95,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,24.607,42.62,4.669,24.607,42.489,0.156,53.883,63.848,1.782,2.0,2.0,triangular,1000000
Set 1 SP_EV183,17.0,34,36.833,3.91,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,23.163,39.905,4.687,23.163,39.715,0.22,51.334,61.239,2.32,2.0,2.0,triangular,1000000
Set 1 SP_EV184,14.5,29,31.417,3.15,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,20.199,33.877,3.874,20.199,33.718,0.213,43.274,51.871,2.228,2.0,2.0,triangular,1000000
Set 1 SP_EV185,24.5,49,53.083,5.08,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,39.272,61.265,5.436,39.272,61.112,0.158,74.449,87.767,10.177,2.0,2.0,triangular,1000000
Set 1 SP_EV186,18.5,37,40.083,4.15,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,28.305,44.887,4.647,28.305,44.72,0.193,56.151,66.547,4.363,2.0,2.0,triangular,1000000
Set 1 SP_EV187,16.0,32,34.667,3.79,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,21.673,37.55,4.529,21.673,37.342,0.237,48.651,57.781,1.989,2.0,2.0,triangular,1000000
Set 1 SP_EV188,20.0,40,43.333,4.21,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,25.636,46.693,5.243,25.636,46.553,0.145,59.263,69.765,1.831,2.0,2.0,triangular,1000000
Set 1 SP_EV189,18.0,36,39.0,3.98,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,26.861,43.001,4.403,26.861,42.796,0.254,53.954,63.902,4.373,2.0,2.0,triangular,1000000
Set 1 SP_EV190,18.0,36,39.0,4.11,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,29.232,44.552,3.963,29.232,44.365,0.274,54.556,65.592,4.97,2.0,2.0,triangular,1000000
Set 1 SP_EV191,18.5,37,40.083,4.04,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,29.575,46.122,4.011,29.575,46.011,0.167,55.881,65.392,6.852,2.0,2.0,triangular,1000000
Set 1 SP_EV192,21.0,42,45.5,4.72,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,32.899,51.788,4.914,32.899,51.61,0.198,63.798,77.271,5.403,2.0,2.0,triangular,1000000
Set 1 SP_EV193,21.0,42,45.5,4.44,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,32.052,49.974,5.04,32.052,49.745,0.242,62.41,74.404,8.319,2.0,2.0,triangular,1000000
Set 1 SP_EV194,30.0,60,65.0,6.12,85.78,68.333,7.5,86.03,68.256,16.047,89.865,120.0,47.881,75.479,6.67,47.881,75.322,0.139,91.493,106.088,17.866,2.0,2.0,triangular,1000000
Set 1 SP_EV195,12.5,25,27.083,3.21,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,17.91,30.271,3.35,17.91,30.064,0.325,38.782,46.122,2.205,2.0,2.0,triangular,1000000
Set 1 SP_EV196,20.5,41,44.417,4.39,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,29.312,48.715,5.059,29.312,48.517,0.217,61.118,72.987,5.37,2.0,2.0,triangular,1000000
Set 1 SP_EV197,23.0,46,49.833,4.92,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,36.379,56.55,5.307,36.379,56.381,0.178,69.448,81.939,7.737,2.0,2.0,triangular,1000000
Set 1 SP_EV198,15.5,31,33.583,3.47,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,22.365,36.807,3.922,22.365,36.629,0.236,46.498,55.873,2.251,2.0,2.0,triangular,1000000
Set 1 SP_EV199,22.0,44,47.667,4.62,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,31.65,52.659,5.269,31.65,52.453,0.211,65.534,77.482,11.341,2.0,2.0,triangular,1000000
Set 1 SP_EV200,21.5,43,46.583,4.93,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,34.921,52.671,4.965,34.921,52.402,0.295,65.208,79.997,7.924,2.0,2.0,triangular,1000000
Set 1 SP_EV201,22.0,44,47.667,4.12,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,31.087,51.334,5.145,31.087,51.219,0.126,63.602,75.781,2.058,2.0,2.0,triangular,1000000
Set 1 SP_EV202,24.0,48,52.0,4.86,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,36.122,57.244,5.496,36.122,57.068,0.186,70.651,82.849,2.441,2.0,2.0,triangular,1000000
Set 1 SP_EV203,27.5,55,59.583,5.02,78.63,62.639,6.875,78.86,62.568,14.71,82.376,110.0,40.906,64.615,6.072,40.906,64.457,0.147,79.248,92.931,2.956,2.0,2.0,triangular,1000000
Set 1 SP_EV204,26.5,53,57.417,4.88,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,40.347,63.931,5.578,40.347,63.798,0.129,77.3,92.712,22.214,2.0,2.0,triangular,1000000
Set 1 SP_EV205,23.5,47,50.917,4.76,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,38.109,58.152,5.016,38.109,58.007,0.158,70.305,80.974,19.119,2.0,2.0,triangular,1000000
Set 1 SP_EV206,22.5,45,48.75,4.76,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,34.164,54.04,5.37,34.164,53.85,0.197,67.13,80.157,5.753,2.0,2.0,triangular,1000000
Set 1 SP_EV207,30.0,60,65.0,5.49,85.78,68.333,7.5,86.03,68.256,16.047,89.865,120.0,42.066,69.997,6.831,42.066,69.86,0.119,86.307,101.819,5.521,2.0,2.0,triangular,1000000
Set 1 SP_EV208,20.0,40,43.333,4.3,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,30.42,48.794,4.939,30.42,48.596,0.221,60.941,73.283,4.656,2.0,2.0,triangular,1000000
Set 1 SP_EV209,35.5,71,76.917,6.08,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,51.496,82.832,7.569,51.496,82.694,0.108,100.871,118.432,3.472,2.0,2.0,triangular,1000000
Set 1 SP_EV210,36.5,73,79.083,6.52,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,57.547,87.498,7.749,57.547,87.322,0.129,106.107,125.531,34.953,2.0,2.0,triangular,1000000
Set 1 SP_EV211,28.5,57,61.75,5.58,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,44.136,69.227,6.444,44.136,69.049,0.157,84.737,99.919,27.098,2.0,2.0,triangular,1000000
Set 1 SP_EV212,25.5,51,55.25,4.67,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,37.974,60.31,5.662,37.974,60.193,0.12,73.814,87.506,2.902,2.0,2.0,triangular,1000000
Set 1 SP_EV213,31.0,62,67.167,5.29,88.64,70.611,7.75,88.9,70.531,16.582,92.86,124.0,45.768,72.328,6.599,45.768,72.199,0.111,88.089,107.161,2.983,2.0,2.0,triangular,1000000
Set 1 SP_EV214,25.0,50,54.167,4.57,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,36.718,58.589,5.464,36.718,58.378,0.211,71.936,84.687,8.586,2.0,2.0,triangular,1000000
Set 1 SP_EV215,28.5,57,61.75,5.24,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,45.083,69.383,6.117,45.083,69.274,0.104,83.937,100.348,14.028,2.0,2.0,triangular,1000000
Set 1 SP_EV216,25.5,51,55.25,4.87,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,35.5,59.522,6.05,35.5,59.375,0.137,74.011,87.659,7.508,2.0,2.0,triangular,1000000
Set 1 SP_EV217,26.0,52,56.333,4.78,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,36.978,60.667,5.965,36.978,60.524,0.126,74.913,88.927,3.809,2.0,2.0,triangular,1000000
Set 1 SP_EV218,21.0,42,45.5,3.74,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,32.198,49.587,4.528,32.198,49.492,0.124,60.419,70.512,4.68,2.0,2.0,triangular,1000000
Set 1 SP_EV219,32.0,64,69.333,5.87,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,49.252,76.826,6.762,49.252,76.656,0.142,93.14,108.244,26.713,2.0,2.0,triangular,1000000
Set 1 SP_EV220,25.0,50,54.167,4.56,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,37.108,58.748,5.551,37.108,58.607,0.138,72.055,88.626,4.499,2.0,2.0,triangular,1000000
Set 1 SP_EV221,26.0,52,56.333,4.99,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,40.908,62.336,5.592,40.908,62.162,0.171,75.882,88.983,7.204,2.0,2.0,triangular,1000000
Set 1 SP_EV222,25.0,50,54.167,4.89,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,36.933,58.824,5.876,36.933,58.628,0.176,73.026,85.817,4.162,2.0,2.0,triangular,1000000
Set 1 SP_EV223,18.0,36,39.0,3.32,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,28.215,43.108,3.976,28.215,42.993,0.159,52.651,61.495,3.808,2.0,2.0,triangular,1000000
Set 1 SP_EV224,26.0,52,56.333,4.56,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,38.742,60.953,5.56,38.742,60.813,0.143,74.292,89.748,10.535,2.0,2.0,triangular,1000000
Set 1 SP_EV225,25.5,51,55.25,4.92,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,38.319,60.432,5.647,38.319,60.229,0.199,74.25,89.98,5.805,2.0,2.0,triangular,1000000
Set 1 SP_EV226,29.5,59,63.917,5.49,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,44.156,70.763,6.707,44.156,70.632,0.118,86.746,101.402,6.392,2.0,2.0,triangular,1000000
Set 1 SP_EV227,25.0,50,54.167,4.6,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,36.149,58.336,5.732,36.149,58.209,0.127,72.016,86.457,1.612,2.0,2.0,triangular,1000000
Set 1 SP_EV228,27.5,55,59.583,4.88,78.63,62.639,6.875,78.86,62.568,14.71,82.376,110.0,41.878,64.504,5.947,41.878,64.351,0.151,78.839,93.933,14.382,2.0,2.0,triangular,1000000
Set 1 SP_EV229,25.5,51,55.25,4.89,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,35.345,59.507,6.101,35.345,59.35,0.137,74.082,86.786,2.25,2.0,2.0,triangular,1000000
Set 1 SP_EV230,21.5,43,46.583,4.21,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,34.388,53.499,4.535,34.388,53.424,0.096,64.236,74.221,14.685,2.0,2.0,triangular,1000000
Set 1 SP_EV231,29.5,59,63.917,5.15,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,46.673,70.041,6.159,46.673,69.899,0.132,84.767,100.668,7.315,2.0,2.0,triangular,1000000
Set 1 SP_EV232,29.0,58,62.833,5.16,82.92,66.056,7.25,83.17,65.981,15.512,86.869,116.0,42.568,67.669,6.432,42.568,67.521,0.121,83.03,98.388,1.886,2.0,2.0,triangular,1000000
Set 1 SP_EV233,31.5,63,68.25,5.72,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,51.995,76.359,6.332,51.995,76.181,0.157,91.698,109.216,12.713,2.0,2.0,triangular,1000000
Set 1 SP_EV234,33.5,67,72.583,5.84,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,48.788,78.172,7.282,48.788,78.025,0.114,95.58,111.058,1.685,2.0,2.0,triangular,1000000
Set 1 SP_EV235,32.0,64,69.333,5.8,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,49.461,75.75,6.809,49.461,75.573,0.147,92.168,108.914,12.296,2.0,2.0,triangular,1000000
Set 1 SP_EV236,24.5,49,53.083,4.79,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,33.785,57.17,5.973,33.785,57.028,0.129,71.428,85.609,2.426,2.0,2.0,triangular,1000000
Set 1 SP_EV237,26.0,52,56.333,4.69,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,39.014,61.048,5.737,39.014,60.911,0.133,74.799,88.931,13.076,2.0,2.0,triangular,1000000
Set 1 SP_EV238,24.0,48,52.0,4.37,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,33.408,56.058,5.418,33.408,55.921,0.136,69.028,81.854,2.827,2.0,2.0,triangular,1000000
Set 1 SP_EV239,30.5,61,66.083,5.4,87.21,69.472,7.625,87.47,69.394,16.314,91.362,122.0,46.995,73.479,6.444,46.995,73.358,0.109,88.813,104.213,11.57,2.0,2.0,triangular,1000000
Set 1 SP_EV240,25.5,51,55.25,4.72,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,37.231,59.703,5.746,37.231,59.532,0.167,73.576,88.923,2.858,2.0,2.0,triangular,1000000
Set 1 SP_EV241,33.5,67,72.583,5.79,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,50.774,78.435,7.095,50.774,78.265,0.135,95.43,111.272,24.819,2.0,2.0,triangular,1000000
Set 1 SP_EV242,26.0,52,56.333,4.92,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,35.347,60.663,6.151,35.347,60.514,0.133,75.356,88.369,1.852,2.0,2.0,triangular,1000000
Set 1 SP_EV243,24.0,48,52.0,4.91,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,38.114,58.6,5.321,38.114,58.449,0.168,71.495,84.343,53.251,2.0,2.0,triangular,1000000
Set 1 SP_EV244,24.0,48,52.0,4.89,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,36.043,57.271,5.554,36.043,57.071,0.197,70.801,84.529,9.948,2.0,2.0,triangular,1000000
Set 1 SP_EV245,31.0,62,67.167,5.69,88.64,70.611,7.75,88.9,70.531,16.582,92.86,124.0,44.264,72.334,7.103,44.264,72.183,0.123,89.315,106.529,1.742,2.0,2.0,triangular,1000000
Set 1 SP_EV246,27.0,54,58.5,5.2,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108.0,39.122,63.537,6.307,39.122,63.382,0.136,78.643,92.446,4.888,2.0,2.0,triangular,1000000
Set 1 SP_EV247,19.0,38,41.167,4.09,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,27.065,45.896,4.701,27.065,45.786,0.13,57.094,66.433,1.757,2.0,2.0,triangular,1000000
Set 1 SP_EV248,25.5,51,55.25,4.97,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,40.485,61.772,5.976,40.485,61.591,0.167,76.17,89.106,20.883,2.0,2.0,triangular,1000000
